DateKey	FullDate	Year	Quarter	MonthNumber	MonthName	YearMonth	DayOfMonth	DayName	IsWeekend	FiscalYearSA	SeasonSouthernAfrica
20130423	2013-04-23	2013	2	4	April	2013-04	23	Tuesday	0	FY2013/14	Autumn
20130424	2013-04-24	2013	2	4	April	2013-04	24	Wednesday	0	FY2013/14	Autumn
20130425	2013-04-25	2013	2	4	April	2013-04	25	Thursday	0	FY2013/14	Autumn
20130426	2013-04-26	2013	2	4	April	2013-04	26	Friday	0	FY2013/14	Autumn
20130427	2013-04-27	2013	2	4	April	2013-04	27	Saturday	1	FY2013/14	Autumn
20130428	2013-04-28	2013	2	4	April	2013-04	28	Sunday	1	FY2013/14	Autumn
20130429	2013-04-29	2013	2	4	April	2013-04	29	Monday	0	FY2013/14	Autumn
20130430	2013-04-30	2013	2	4	April	2013-04	30	Tuesday	0	FY2013/14	Autumn
20130501	2013-05-01	2013	2	5	May	2013-05	1	Wednesday	0	FY2013/14	Autumn
20130502	2013-05-02	2013	2	5	May	2013-05	2	Thursday	0	FY2013/14	Autumn
20130503	2013-05-03	2013	2	5	May	2013-05	3	Friday	0	FY2013/14	Autumn
20130504	2013-05-04	2013	2	5	May	2013-05	4	Saturday	1	FY2013/14	Autumn
20130505	2013-05-05	2013	2	5	May	2013-05	5	Sunday	1	FY2013/14	Autumn
20130506	2013-05-06	2013	2	5	May	2013-05	6	Monday	0	FY2013/14	Autumn
20130507	2013-05-07	2013	2	5	May	2013-05	7	Tuesday	0	FY2013/14	Autumn
20130508	2013-05-08	2013	2	5	May	2013-05	8	Wednesday	0	FY2013/14	Autumn
20130509	2013-05-09	2013	2	5	May	2013-05	9	Thursday	0	FY2013/14	Autumn
20130510	2013-05-10	2013	2	5	May	2013-05	10	Friday	0	FY2013/14	Autumn
20130511	2013-05-11	2013	2	5	May	2013-05	11	Saturday	1	FY2013/14	Autumn
20130512	2013-05-12	2013	2	5	May	2013-05	12	Sunday	1	FY2013/14	Autumn
20130513	2013-05-13	2013	2	5	May	2013-05	13	Monday	0	FY2013/14	Autumn
20130514	2013-05-14	2013	2	5	May	2013-05	14	Tuesday	0	FY2013/14	Autumn
20130515	2013-05-15	2013	2	5	May	2013-05	15	Wednesday	0	FY2013/14	Autumn
20130516	2013-05-16	2013	2	5	May	2013-05	16	Thursday	0	FY2013/14	Autumn
20130517	2013-05-17	2013	2	5	May	2013-05	17	Friday	0	FY2013/14	Autumn
20130518	2013-05-18	2013	2	5	May	2013-05	18	Saturday	1	FY2013/14	Autumn
20130519	2013-05-19	2013	2	5	May	2013-05	19	Sunday	1	FY2013/14	Autumn
20130520	2013-05-20	2013	2	5	May	2013-05	20	Monday	0	FY2013/14	Autumn
20130521	2013-05-21	2013	2	5	May	2013-05	21	Tuesday	0	FY2013/14	Autumn
20130522	2013-05-22	2013	2	5	May	2013-05	22	Wednesday	0	FY2013/14	Autumn
20130523	2013-05-23	2013	2	5	May	2013-05	23	Thursday	0	FY2013/14	Autumn
20130524	2013-05-24	2013	2	5	May	2013-05	24	Friday	0	FY2013/14	Autumn
20130525	2013-05-25	2013	2	5	May	2013-05	25	Saturday	1	FY2013/14	Autumn
20130526	2013-05-26	2013	2	5	May	2013-05	26	Sunday	1	FY2013/14	Autumn
20130527	2013-05-27	2013	2	5	May	2013-05	27	Monday	0	FY2013/14	Autumn
20130528	2013-05-28	2013	2	5	May	2013-05	28	Tuesday	0	FY2013/14	Autumn
20130529	2013-05-29	2013	2	5	May	2013-05	29	Wednesday	0	FY2013/14	Autumn
20130530	2013-05-30	2013	2	5	May	2013-05	30	Thursday	0	FY2013/14	Autumn
20130531	2013-05-31	2013	2	5	May	2013-05	31	Friday	0	FY2013/14	Autumn
20130601	2013-06-01	2013	2	6	June	2013-06	1	Saturday	1	FY2013/14	Winter
20130602	2013-06-02	2013	2	6	June	2013-06	2	Sunday	1	FY2013/14	Winter
20130603	2013-06-03	2013	2	6	June	2013-06	3	Monday	0	FY2013/14	Winter
20130604	2013-06-04	2013	2	6	June	2013-06	4	Tuesday	0	FY2013/14	Winter
20130605	2013-06-05	2013	2	6	June	2013-06	5	Wednesday	0	FY2013/14	Winter
20130606	2013-06-06	2013	2	6	June	2013-06	6	Thursday	0	FY2013/14	Winter
20130607	2013-06-07	2013	2	6	June	2013-06	7	Friday	0	FY2013/14	Winter
20130608	2013-06-08	2013	2	6	June	2013-06	8	Saturday	1	FY2013/14	Winter
20130609	2013-06-09	2013	2	6	June	2013-06	9	Sunday	1	FY2013/14	Winter
20130610	2013-06-10	2013	2	6	June	2013-06	10	Monday	0	FY2013/14	Winter
20130611	2013-06-11	2013	2	6	June	2013-06	11	Tuesday	0	FY2013/14	Winter
20130612	2013-06-12	2013	2	6	June	2013-06	12	Wednesday	0	FY2013/14	Winter
20130613	2013-06-13	2013	2	6	June	2013-06	13	Thursday	0	FY2013/14	Winter
20130614	2013-06-14	2013	2	6	June	2013-06	14	Friday	0	FY2013/14	Winter
20130615	2013-06-15	2013	2	6	June	2013-06	15	Saturday	1	FY2013/14	Winter
20130616	2013-06-16	2013	2	6	June	2013-06	16	Sunday	1	FY2013/14	Winter
20130617	2013-06-17	2013	2	6	June	2013-06	17	Monday	0	FY2013/14	Winter
20130618	2013-06-18	2013	2	6	June	2013-06	18	Tuesday	0	FY2013/14	Winter
20130619	2013-06-19	2013	2	6	June	2013-06	19	Wednesday	0	FY2013/14	Winter
20130620	2013-06-20	2013	2	6	June	2013-06	20	Thursday	0	FY2013/14	Winter
20130621	2013-06-21	2013	2	6	June	2013-06	21	Friday	0	FY2013/14	Winter
20130622	2013-06-22	2013	2	6	June	2013-06	22	Saturday	1	FY2013/14	Winter
20130623	2013-06-23	2013	2	6	June	2013-06	23	Sunday	1	FY2013/14	Winter
20130624	2013-06-24	2013	2	6	June	2013-06	24	Monday	0	FY2013/14	Winter
20130625	2013-06-25	2013	2	6	June	2013-06	25	Tuesday	0	FY2013/14	Winter
20130626	2013-06-26	2013	2	6	June	2013-06	26	Wednesday	0	FY2013/14	Winter
20130627	2013-06-27	2013	2	6	June	2013-06	27	Thursday	0	FY2013/14	Winter
20130628	2013-06-28	2013	2	6	June	2013-06	28	Friday	0	FY2013/14	Winter
20130629	2013-06-29	2013	2	6	June	2013-06	29	Saturday	1	FY2013/14	Winter
20130630	2013-06-30	2013	2	6	June	2013-06	30	Sunday	1	FY2013/14	Winter
20130701	2013-07-01	2013	3	7	July	2013-07	1	Monday	0	FY2013/14	Winter
20130702	2013-07-02	2013	3	7	July	2013-07	2	Tuesday	0	FY2013/14	Winter
20130703	2013-07-03	2013	3	7	July	2013-07	3	Wednesday	0	FY2013/14	Winter
20130704	2013-07-04	2013	3	7	July	2013-07	4	Thursday	0	FY2013/14	Winter
20130705	2013-07-05	2013	3	7	July	2013-07	5	Friday	0	FY2013/14	Winter
20130706	2013-07-06	2013	3	7	July	2013-07	6	Saturday	1	FY2013/14	Winter
20130707	2013-07-07	2013	3	7	July	2013-07	7	Sunday	1	FY2013/14	Winter
20130708	2013-07-08	2013	3	7	July	2013-07	8	Monday	0	FY2013/14	Winter
20130709	2013-07-09	2013	3	7	July	2013-07	9	Tuesday	0	FY2013/14	Winter
20130710	2013-07-10	2013	3	7	July	2013-07	10	Wednesday	0	FY2013/14	Winter
20130711	2013-07-11	2013	3	7	July	2013-07	11	Thursday	0	FY2013/14	Winter
20130712	2013-07-12	2013	3	7	July	2013-07	12	Friday	0	FY2013/14	Winter
20130713	2013-07-13	2013	3	7	July	2013-07	13	Saturday	1	FY2013/14	Winter
20130714	2013-07-14	2013	3	7	July	2013-07	14	Sunday	1	FY2013/14	Winter
20130715	2013-07-15	2013	3	7	July	2013-07	15	Monday	0	FY2013/14	Winter
20130716	2013-07-16	2013	3	7	July	2013-07	16	Tuesday	0	FY2013/14	Winter
20130717	2013-07-17	2013	3	7	July	2013-07	17	Wednesday	0	FY2013/14	Winter
20130718	2013-07-18	2013	3	7	July	2013-07	18	Thursday	0	FY2013/14	Winter
20130719	2013-07-19	2013	3	7	July	2013-07	19	Friday	0	FY2013/14	Winter
20130720	2013-07-20	2013	3	7	July	2013-07	20	Saturday	1	FY2013/14	Winter
20130721	2013-07-21	2013	3	7	July	2013-07	21	Sunday	1	FY2013/14	Winter
20130722	2013-07-22	2013	3	7	July	2013-07	22	Monday	0	FY2013/14	Winter
20130723	2013-07-23	2013	3	7	July	2013-07	23	Tuesday	0	FY2013/14	Winter
20130724	2013-07-24	2013	3	7	July	2013-07	24	Wednesday	0	FY2013/14	Winter
20130725	2013-07-25	2013	3	7	July	2013-07	25	Thursday	0	FY2013/14	Winter
20130726	2013-07-26	2013	3	7	July	2013-07	26	Friday	0	FY2013/14	Winter
20130727	2013-07-27	2013	3	7	July	2013-07	27	Saturday	1	FY2013/14	Winter
20130728	2013-07-28	2013	3	7	July	2013-07	28	Sunday	1	FY2013/14	Winter
20130729	2013-07-29	2013	3	7	July	2013-07	29	Monday	0	FY2013/14	Winter
20130730	2013-07-30	2013	3	7	July	2013-07	30	Tuesday	0	FY2013/14	Winter
20130731	2013-07-31	2013	3	7	July	2013-07	31	Wednesday	0	FY2013/14	Winter
20130801	2013-08-01	2013	3	8	August	2013-08	1	Thursday	0	FY2013/14	Winter
20130802	2013-08-02	2013	3	8	August	2013-08	2	Friday	0	FY2013/14	Winter
20130803	2013-08-03	2013	3	8	August	2013-08	3	Saturday	1	FY2013/14	Winter
20130804	2013-08-04	2013	3	8	August	2013-08	4	Sunday	1	FY2013/14	Winter
20130805	2013-08-05	2013	3	8	August	2013-08	5	Monday	0	FY2013/14	Winter
20130806	2013-08-06	2013	3	8	August	2013-08	6	Tuesday	0	FY2013/14	Winter
20130807	2013-08-07	2013	3	8	August	2013-08	7	Wednesday	0	FY2013/14	Winter
20130808	2013-08-08	2013	3	8	August	2013-08	8	Thursday	0	FY2013/14	Winter
20130809	2013-08-09	2013	3	8	August	2013-08	9	Friday	0	FY2013/14	Winter
20130810	2013-08-10	2013	3	8	August	2013-08	10	Saturday	1	FY2013/14	Winter
20130811	2013-08-11	2013	3	8	August	2013-08	11	Sunday	1	FY2013/14	Winter
20130812	2013-08-12	2013	3	8	August	2013-08	12	Monday	0	FY2013/14	Winter
20130813	2013-08-13	2013	3	8	August	2013-08	13	Tuesday	0	FY2013/14	Winter
20130814	2013-08-14	2013	3	8	August	2013-08	14	Wednesday	0	FY2013/14	Winter
20130815	2013-08-15	2013	3	8	August	2013-08	15	Thursday	0	FY2013/14	Winter
20130816	2013-08-16	2013	3	8	August	2013-08	16	Friday	0	FY2013/14	Winter
20130817	2013-08-17	2013	3	8	August	2013-08	17	Saturday	1	FY2013/14	Winter
20130818	2013-08-18	2013	3	8	August	2013-08	18	Sunday	1	FY2013/14	Winter
20130819	2013-08-19	2013	3	8	August	2013-08	19	Monday	0	FY2013/14	Winter
20130820	2013-08-20	2013	3	8	August	2013-08	20	Tuesday	0	FY2013/14	Winter
20130821	2013-08-21	2013	3	8	August	2013-08	21	Wednesday	0	FY2013/14	Winter
20130822	2013-08-22	2013	3	8	August	2013-08	22	Thursday	0	FY2013/14	Winter
20130823	2013-08-23	2013	3	8	August	2013-08	23	Friday	0	FY2013/14	Winter
20130824	2013-08-24	2013	3	8	August	2013-08	24	Saturday	1	FY2013/14	Winter
20130825	2013-08-25	2013	3	8	August	2013-08	25	Sunday	1	FY2013/14	Winter
20130826	2013-08-26	2013	3	8	August	2013-08	26	Monday	0	FY2013/14	Winter
20130827	2013-08-27	2013	3	8	August	2013-08	27	Tuesday	0	FY2013/14	Winter
20130828	2013-08-28	2013	3	8	August	2013-08	28	Wednesday	0	FY2013/14	Winter
20130829	2013-08-29	2013	3	8	August	2013-08	29	Thursday	0	FY2013/14	Winter
20130830	2013-08-30	2013	3	8	August	2013-08	30	Friday	0	FY2013/14	Winter
20130831	2013-08-31	2013	3	8	August	2013-08	31	Saturday	1	FY2013/14	Winter
20130901	2013-09-01	2013	3	9	September	2013-09	1	Sunday	1	FY2013/14	Spring
20130902	2013-09-02	2013	3	9	September	2013-09	2	Monday	0	FY2013/14	Spring
20130903	2013-09-03	2013	3	9	September	2013-09	3	Tuesday	0	FY2013/14	Spring
20130904	2013-09-04	2013	3	9	September	2013-09	4	Wednesday	0	FY2013/14	Spring
20130905	2013-09-05	2013	3	9	September	2013-09	5	Thursday	0	FY2013/14	Spring
20130906	2013-09-06	2013	3	9	September	2013-09	6	Friday	0	FY2013/14	Spring
20130907	2013-09-07	2013	3	9	September	2013-09	7	Saturday	1	FY2013/14	Spring
20130908	2013-09-08	2013	3	9	September	2013-09	8	Sunday	1	FY2013/14	Spring
20130909	2013-09-09	2013	3	9	September	2013-09	9	Monday	0	FY2013/14	Spring
20130910	2013-09-10	2013	3	9	September	2013-09	10	Tuesday	0	FY2013/14	Spring
20130911	2013-09-11	2013	3	9	September	2013-09	11	Wednesday	0	FY2013/14	Spring
20130912	2013-09-12	2013	3	9	September	2013-09	12	Thursday	0	FY2013/14	Spring
20130913	2013-09-13	2013	3	9	September	2013-09	13	Friday	0	FY2013/14	Spring
20130914	2013-09-14	2013	3	9	September	2013-09	14	Saturday	1	FY2013/14	Spring
20130915	2013-09-15	2013	3	9	September	2013-09	15	Sunday	1	FY2013/14	Spring
20130916	2013-09-16	2013	3	9	September	2013-09	16	Monday	0	FY2013/14	Spring
20130917	2013-09-17	2013	3	9	September	2013-09	17	Tuesday	0	FY2013/14	Spring
20130918	2013-09-18	2013	3	9	September	2013-09	18	Wednesday	0	FY2013/14	Spring
20130919	2013-09-19	2013	3	9	September	2013-09	19	Thursday	0	FY2013/14	Spring
20130920	2013-09-20	2013	3	9	September	2013-09	20	Friday	0	FY2013/14	Spring
20130921	2013-09-21	2013	3	9	September	2013-09	21	Saturday	1	FY2013/14	Spring
20130922	2013-09-22	2013	3	9	September	2013-09	22	Sunday	1	FY2013/14	Spring
20130923	2013-09-23	2013	3	9	September	2013-09	23	Monday	0	FY2013/14	Spring
20130924	2013-09-24	2013	3	9	September	2013-09	24	Tuesday	0	FY2013/14	Spring
20130925	2013-09-25	2013	3	9	September	2013-09	25	Wednesday	0	FY2013/14	Spring
20130926	2013-09-26	2013	3	9	September	2013-09	26	Thursday	0	FY2013/14	Spring
20130927	2013-09-27	2013	3	9	September	2013-09	27	Friday	0	FY2013/14	Spring
20130928	2013-09-28	2013	3	9	September	2013-09	28	Saturday	1	FY2013/14	Spring
20130929	2013-09-29	2013	3	9	September	2013-09	29	Sunday	1	FY2013/14	Spring
20130930	2013-09-30	2013	3	9	September	2013-09	30	Monday	0	FY2013/14	Spring
20131001	2013-10-01	2013	4	10	October	2013-10	1	Tuesday	0	FY2013/14	Spring
20131002	2013-10-02	2013	4	10	October	2013-10	2	Wednesday	0	FY2013/14	Spring
20131003	2013-10-03	2013	4	10	October	2013-10	3	Thursday	0	FY2013/14	Spring
20131004	2013-10-04	2013	4	10	October	2013-10	4	Friday	0	FY2013/14	Spring
20131005	2013-10-05	2013	4	10	October	2013-10	5	Saturday	1	FY2013/14	Spring
20131006	2013-10-06	2013	4	10	October	2013-10	6	Sunday	1	FY2013/14	Spring
20131007	2013-10-07	2013	4	10	October	2013-10	7	Monday	0	FY2013/14	Spring
20131008	2013-10-08	2013	4	10	October	2013-10	8	Tuesday	0	FY2013/14	Spring
20131009	2013-10-09	2013	4	10	October	2013-10	9	Wednesday	0	FY2013/14	Spring
20131010	2013-10-10	2013	4	10	October	2013-10	10	Thursday	0	FY2013/14	Spring
20131011	2013-10-11	2013	4	10	October	2013-10	11	Friday	0	FY2013/14	Spring
20131012	2013-10-12	2013	4	10	October	2013-10	12	Saturday	1	FY2013/14	Spring
20131013	2013-10-13	2013	4	10	October	2013-10	13	Sunday	1	FY2013/14	Spring
20131014	2013-10-14	2013	4	10	October	2013-10	14	Monday	0	FY2013/14	Spring
20131015	2013-10-15	2013	4	10	October	2013-10	15	Tuesday	0	FY2013/14	Spring
20131016	2013-10-16	2013	4	10	October	2013-10	16	Wednesday	0	FY2013/14	Spring
20131017	2013-10-17	2013	4	10	October	2013-10	17	Thursday	0	FY2013/14	Spring
20131018	2013-10-18	2013	4	10	October	2013-10	18	Friday	0	FY2013/14	Spring
20131019	2013-10-19	2013	4	10	October	2013-10	19	Saturday	1	FY2013/14	Spring
20131020	2013-10-20	2013	4	10	October	2013-10	20	Sunday	1	FY2013/14	Spring
20131021	2013-10-21	2013	4	10	October	2013-10	21	Monday	0	FY2013/14	Spring
20131022	2013-10-22	2013	4	10	October	2013-10	22	Tuesday	0	FY2013/14	Spring
20131023	2013-10-23	2013	4	10	October	2013-10	23	Wednesday	0	FY2013/14	Spring
20131024	2013-10-24	2013	4	10	October	2013-10	24	Thursday	0	FY2013/14	Spring
20131025	2013-10-25	2013	4	10	October	2013-10	25	Friday	0	FY2013/14	Spring
20131026	2013-10-26	2013	4	10	October	2013-10	26	Saturday	1	FY2013/14	Spring
20131027	2013-10-27	2013	4	10	October	2013-10	27	Sunday	1	FY2013/14	Spring
20131028	2013-10-28	2013	4	10	October	2013-10	28	Monday	0	FY2013/14	Spring
20131029	2013-10-29	2013	4	10	October	2013-10	29	Tuesday	0	FY2013/14	Spring
20131030	2013-10-30	2013	4	10	October	2013-10	30	Wednesday	0	FY2013/14	Spring
20131031	2013-10-31	2013	4	10	October	2013-10	31	Thursday	0	FY2013/14	Spring
20131101	2013-11-01	2013	4	11	November	2013-11	1	Friday	0	FY2013/14	Spring
20131102	2013-11-02	2013	4	11	November	2013-11	2	Saturday	1	FY2013/14	Spring
20131103	2013-11-03	2013	4	11	November	2013-11	3	Sunday	1	FY2013/14	Spring
20131104	2013-11-04	2013	4	11	November	2013-11	4	Monday	0	FY2013/14	Spring
20131105	2013-11-05	2013	4	11	November	2013-11	5	Tuesday	0	FY2013/14	Spring
20131106	2013-11-06	2013	4	11	November	2013-11	6	Wednesday	0	FY2013/14	Spring
20131107	2013-11-07	2013	4	11	November	2013-11	7	Thursday	0	FY2013/14	Spring
20131108	2013-11-08	2013	4	11	November	2013-11	8	Friday	0	FY2013/14	Spring
20131109	2013-11-09	2013	4	11	November	2013-11	9	Saturday	1	FY2013/14	Spring
20131110	2013-11-10	2013	4	11	November	2013-11	10	Sunday	1	FY2013/14	Spring
20131111	2013-11-11	2013	4	11	November	2013-11	11	Monday	0	FY2013/14	Spring
20131112	2013-11-12	2013	4	11	November	2013-11	12	Tuesday	0	FY2013/14	Spring
20131113	2013-11-13	2013	4	11	November	2013-11	13	Wednesday	0	FY2013/14	Spring
20131114	2013-11-14	2013	4	11	November	2013-11	14	Thursday	0	FY2013/14	Spring
20131115	2013-11-15	2013	4	11	November	2013-11	15	Friday	0	FY2013/14	Spring
20131116	2013-11-16	2013	4	11	November	2013-11	16	Saturday	1	FY2013/14	Spring
20131117	2013-11-17	2013	4	11	November	2013-11	17	Sunday	1	FY2013/14	Spring
20131118	2013-11-18	2013	4	11	November	2013-11	18	Monday	0	FY2013/14	Spring
20131119	2013-11-19	2013	4	11	November	2013-11	19	Tuesday	0	FY2013/14	Spring
20131120	2013-11-20	2013	4	11	November	2013-11	20	Wednesday	0	FY2013/14	Spring
20131121	2013-11-21	2013	4	11	November	2013-11	21	Thursday	0	FY2013/14	Spring
20131122	2013-11-22	2013	4	11	November	2013-11	22	Friday	0	FY2013/14	Spring
20131123	2013-11-23	2013	4	11	November	2013-11	23	Saturday	1	FY2013/14	Spring
20131124	2013-11-24	2013	4	11	November	2013-11	24	Sunday	1	FY2013/14	Spring
20131125	2013-11-25	2013	4	11	November	2013-11	25	Monday	0	FY2013/14	Spring
20131126	2013-11-26	2013	4	11	November	2013-11	26	Tuesday	0	FY2013/14	Spring
20131127	2013-11-27	2013	4	11	November	2013-11	27	Wednesday	0	FY2013/14	Spring
20131128	2013-11-28	2013	4	11	November	2013-11	28	Thursday	0	FY2013/14	Spring
20131129	2013-11-29	2013	4	11	November	2013-11	29	Friday	0	FY2013/14	Spring
20131130	2013-11-30	2013	4	11	November	2013-11	30	Saturday	1	FY2013/14	Spring
20131201	2013-12-01	2013	4	12	December	2013-12	1	Sunday	1	FY2013/14	Summer
20131202	2013-12-02	2013	4	12	December	2013-12	2	Monday	0	FY2013/14	Summer
20131203	2013-12-03	2013	4	12	December	2013-12	3	Tuesday	0	FY2013/14	Summer
20131204	2013-12-04	2013	4	12	December	2013-12	4	Wednesday	0	FY2013/14	Summer
20131205	2013-12-05	2013	4	12	December	2013-12	5	Thursday	0	FY2013/14	Summer
20131206	2013-12-06	2013	4	12	December	2013-12	6	Friday	0	FY2013/14	Summer
20131207	2013-12-07	2013	4	12	December	2013-12	7	Saturday	1	FY2013/14	Summer
20131208	2013-12-08	2013	4	12	December	2013-12	8	Sunday	1	FY2013/14	Summer
20131209	2013-12-09	2013	4	12	December	2013-12	9	Monday	0	FY2013/14	Summer
20131210	2013-12-10	2013	4	12	December	2013-12	10	Tuesday	0	FY2013/14	Summer
20131211	2013-12-11	2013	4	12	December	2013-12	11	Wednesday	0	FY2013/14	Summer
20131212	2013-12-12	2013	4	12	December	2013-12	12	Thursday	0	FY2013/14	Summer
20131213	2013-12-13	2013	4	12	December	2013-12	13	Friday	0	FY2013/14	Summer
20131214	2013-12-14	2013	4	12	December	2013-12	14	Saturday	1	FY2013/14	Summer
20131215	2013-12-15	2013	4	12	December	2013-12	15	Sunday	1	FY2013/14	Summer
20131216	2013-12-16	2013	4	12	December	2013-12	16	Monday	0	FY2013/14	Summer
20131217	2013-12-17	2013	4	12	December	2013-12	17	Tuesday	0	FY2013/14	Summer
20131218	2013-12-18	2013	4	12	December	2013-12	18	Wednesday	0	FY2013/14	Summer
20131219	2013-12-19	2013	4	12	December	2013-12	19	Thursday	0	FY2013/14	Summer
20131220	2013-12-20	2013	4	12	December	2013-12	20	Friday	0	FY2013/14	Summer
20131221	2013-12-21	2013	4	12	December	2013-12	21	Saturday	1	FY2013/14	Summer
20131222	2013-12-22	2013	4	12	December	2013-12	22	Sunday	1	FY2013/14	Summer
20131223	2013-12-23	2013	4	12	December	2013-12	23	Monday	0	FY2013/14	Summer
20131224	2013-12-24	2013	4	12	December	2013-12	24	Tuesday	0	FY2013/14	Summer
20131225	2013-12-25	2013	4	12	December	2013-12	25	Wednesday	0	FY2013/14	Summer
20131226	2013-12-26	2013	4	12	December	2013-12	26	Thursday	0	FY2013/14	Summer
20131227	2013-12-27	2013	4	12	December	2013-12	27	Friday	0	FY2013/14	Summer
20131228	2013-12-28	2013	4	12	December	2013-12	28	Saturday	1	FY2013/14	Summer
20131229	2013-12-29	2013	4	12	December	2013-12	29	Sunday	1	FY2013/14	Summer
20131230	2013-12-30	2013	4	12	December	2013-12	30	Monday	0	FY2013/14	Summer
20131231	2013-12-31	2013	4	12	December	2013-12	31	Tuesday	0	FY2013/14	Summer
20140101	2014-01-01	2014	1	1	January	2014-01	1	Wednesday	0	FY2013/14	Summer
20140102	2014-01-02	2014	1	1	January	2014-01	2	Thursday	0	FY2013/14	Summer
20140103	2014-01-03	2014	1	1	January	2014-01	3	Friday	0	FY2013/14	Summer
20140104	2014-01-04	2014	1	1	January	2014-01	4	Saturday	1	FY2013/14	Summer
20140105	2014-01-05	2014	1	1	January	2014-01	5	Sunday	1	FY2013/14	Summer
20140106	2014-01-06	2014	1	1	January	2014-01	6	Monday	0	FY2013/14	Summer
20140107	2014-01-07	2014	1	1	January	2014-01	7	Tuesday	0	FY2013/14	Summer
20140108	2014-01-08	2014	1	1	January	2014-01	8	Wednesday	0	FY2013/14	Summer
20140109	2014-01-09	2014	1	1	January	2014-01	9	Thursday	0	FY2013/14	Summer
20140110	2014-01-10	2014	1	1	January	2014-01	10	Friday	0	FY2013/14	Summer
20140111	2014-01-11	2014	1	1	January	2014-01	11	Saturday	1	FY2013/14	Summer
20140112	2014-01-12	2014	1	1	January	2014-01	12	Sunday	1	FY2013/14	Summer
20140113	2014-01-13	2014	1	1	January	2014-01	13	Monday	0	FY2013/14	Summer
20140114	2014-01-14	2014	1	1	January	2014-01	14	Tuesday	0	FY2013/14	Summer
20140115	2014-01-15	2014	1	1	January	2014-01	15	Wednesday	0	FY2013/14	Summer
20140116	2014-01-16	2014	1	1	January	2014-01	16	Thursday	0	FY2013/14	Summer
20140117	2014-01-17	2014	1	1	January	2014-01	17	Friday	0	FY2013/14	Summer
20140118	2014-01-18	2014	1	1	January	2014-01	18	Saturday	1	FY2013/14	Summer
20140119	2014-01-19	2014	1	1	January	2014-01	19	Sunday	1	FY2013/14	Summer
20140120	2014-01-20	2014	1	1	January	2014-01	20	Monday	0	FY2013/14	Summer
20140121	2014-01-21	2014	1	1	January	2014-01	21	Tuesday	0	FY2013/14	Summer
20140122	2014-01-22	2014	1	1	January	2014-01	22	Wednesday	0	FY2013/14	Summer
20140123	2014-01-23	2014	1	1	January	2014-01	23	Thursday	0	FY2013/14	Summer
20140124	2014-01-24	2014	1	1	January	2014-01	24	Friday	0	FY2013/14	Summer
20140125	2014-01-25	2014	1	1	January	2014-01	25	Saturday	1	FY2013/14	Summer
20140126	2014-01-26	2014	1	1	January	2014-01	26	Sunday	1	FY2013/14	Summer
20140127	2014-01-27	2014	1	1	January	2014-01	27	Monday	0	FY2013/14	Summer
20140128	2014-01-28	2014	1	1	January	2014-01	28	Tuesday	0	FY2013/14	Summer
20140129	2014-01-29	2014	1	1	January	2014-01	29	Wednesday	0	FY2013/14	Summer
20140130	2014-01-30	2014	1	1	January	2014-01	30	Thursday	0	FY2013/14	Summer
20140131	2014-01-31	2014	1	1	January	2014-01	31	Friday	0	FY2013/14	Summer
20140201	2014-02-01	2014	1	2	February	2014-02	1	Saturday	1	FY2013/14	Summer
20140202	2014-02-02	2014	1	2	February	2014-02	2	Sunday	1	FY2013/14	Summer
20140203	2014-02-03	2014	1	2	February	2014-02	3	Monday	0	FY2013/14	Summer
20140204	2014-02-04	2014	1	2	February	2014-02	4	Tuesday	0	FY2013/14	Summer
20140205	2014-02-05	2014	1	2	February	2014-02	5	Wednesday	0	FY2013/14	Summer
20140206	2014-02-06	2014	1	2	February	2014-02	6	Thursday	0	FY2013/14	Summer
20140207	2014-02-07	2014	1	2	February	2014-02	7	Friday	0	FY2013/14	Summer
20140208	2014-02-08	2014	1	2	February	2014-02	8	Saturday	1	FY2013/14	Summer
20140209	2014-02-09	2014	1	2	February	2014-02	9	Sunday	1	FY2013/14	Summer
20140210	2014-02-10	2014	1	2	February	2014-02	10	Monday	0	FY2013/14	Summer
20140211	2014-02-11	2014	1	2	February	2014-02	11	Tuesday	0	FY2013/14	Summer
20140212	2014-02-12	2014	1	2	February	2014-02	12	Wednesday	0	FY2013/14	Summer
20140213	2014-02-13	2014	1	2	February	2014-02	13	Thursday	0	FY2013/14	Summer
20140214	2014-02-14	2014	1	2	February	2014-02	14	Friday	0	FY2013/14	Summer
20140215	2014-02-15	2014	1	2	February	2014-02	15	Saturday	1	FY2013/14	Summer
20140216	2014-02-16	2014	1	2	February	2014-02	16	Sunday	1	FY2013/14	Summer
20140217	2014-02-17	2014	1	2	February	2014-02	17	Monday	0	FY2013/14	Summer
20140218	2014-02-18	2014	1	2	February	2014-02	18	Tuesday	0	FY2013/14	Summer
20140219	2014-02-19	2014	1	2	February	2014-02	19	Wednesday	0	FY2013/14	Summer
20140220	2014-02-20	2014	1	2	February	2014-02	20	Thursday	0	FY2013/14	Summer
20140221	2014-02-21	2014	1	2	February	2014-02	21	Friday	0	FY2013/14	Summer
20140222	2014-02-22	2014	1	2	February	2014-02	22	Saturday	1	FY2013/14	Summer
20140223	2014-02-23	2014	1	2	February	2014-02	23	Sunday	1	FY2013/14	Summer
20140224	2014-02-24	2014	1	2	February	2014-02	24	Monday	0	FY2013/14	Summer
