DateKey	FullDate	Year	Quarter	MonthNumber	MonthName	YearMonth	DayOfMonth	DayName	IsWeekend	FiscalYearSA	SeasonSouthernAfrica
20160714	2016-07-14	2016	3	7	July	2016-07	14	Thursday	0	FY2016/17	Winter
20160715	2016-07-15	2016	3	7	July	2016-07	15	Friday	0	FY2016/17	Winter
20160716	2016-07-16	2016	3	7	July	2016-07	16	Saturday	1	FY2016/17	Winter
20160717	2016-07-17	2016	3	7	July	2016-07	17	Sunday	1	FY2016/17	Winter
20160718	2016-07-18	2016	3	7	July	2016-07	18	Monday	0	FY2016/17	Winter
20160719	2016-07-19	2016	3	7	July	2016-07	19	Tuesday	0	FY2016/17	Winter
20160720	2016-07-20	2016	3	7	July	2016-07	20	Wednesday	0	FY2016/17	Winter
20160721	2016-07-21	2016	3	7	July	2016-07	21	Thursday	0	FY2016/17	Winter
20160722	2016-07-22	2016	3	7	July	2016-07	22	Friday	0	FY2016/17	Winter
20160723	2016-07-23	2016	3	7	July	2016-07	23	Saturday	1	FY2016/17	Winter
20160724	2016-07-24	2016	3	7	July	2016-07	24	Sunday	1	FY2016/17	Winter
20160725	2016-07-25	2016	3	7	July	2016-07	25	Monday	0	FY2016/17	Winter
20160726	2016-07-26	2016	3	7	July	2016-07	26	Tuesday	0	FY2016/17	Winter
20160727	2016-07-27	2016	3	7	July	2016-07	27	Wednesday	0	FY2016/17	Winter
20160728	2016-07-28	2016	3	7	July	2016-07	28	Thursday	0	FY2016/17	Winter
20160729	2016-07-29	2016	3	7	July	2016-07	29	Friday	0	FY2016/17	Winter
20160730	2016-07-30	2016	3	7	July	2016-07	30	Saturday	1	FY2016/17	Winter
20160731	2016-07-31	2016	3	7	July	2016-07	31	Sunday	1	FY2016/17	Winter
20160801	2016-08-01	2016	3	8	August	2016-08	1	Monday	0	FY2016/17	Winter
20160802	2016-08-02	2016	3	8	August	2016-08	2	Tuesday	0	FY2016/17	Winter
20160803	2016-08-03	2016	3	8	August	2016-08	3	Wednesday	0	FY2016/17	Winter
20160804	2016-08-04	2016	3	8	August	2016-08	4	Thursday	0	FY2016/17	Winter
20160805	2016-08-05	2016	3	8	August	2016-08	5	Friday	0	FY2016/17	Winter
20160806	2016-08-06	2016	3	8	August	2016-08	6	Saturday	1	FY2016/17	Winter
20160807	2016-08-07	2016	3	8	August	2016-08	7	Sunday	1	FY2016/17	Winter
20160808	2016-08-08	2016	3	8	August	2016-08	8	Monday	0	FY2016/17	Winter
20160809	2016-08-09	2016	3	8	August	2016-08	9	Tuesday	0	FY2016/17	Winter
20160810	2016-08-10	2016	3	8	August	2016-08	10	Wednesday	0	FY2016/17	Winter
20160811	2016-08-11	2016	3	8	August	2016-08	11	Thursday	0	FY2016/17	Winter
20160812	2016-08-12	2016	3	8	August	2016-08	12	Friday	0	FY2016/17	Winter
20160813	2016-08-13	2016	3	8	August	2016-08	13	Saturday	1	FY2016/17	Winter
20160814	2016-08-14	2016	3	8	August	2016-08	14	Sunday	1	FY2016/17	Winter
20160815	2016-08-15	2016	3	8	August	2016-08	15	Monday	0	FY2016/17	Winter
20160816	2016-08-16	2016	3	8	August	2016-08	16	Tuesday	0	FY2016/17	Winter
20160817	2016-08-17	2016	3	8	August	2016-08	17	Wednesday	0	FY2016/17	Winter
20160818	2016-08-18	2016	3	8	August	2016-08	18	Thursday	0	FY2016/17	Winter
20160819	2016-08-19	2016	3	8	August	2016-08	19	Friday	0	FY2016/17	Winter
20160820	2016-08-20	2016	3	8	August	2016-08	20	Saturday	1	FY2016/17	Winter
20160821	2016-08-21	2016	3	8	August	2016-08	21	Sunday	1	FY2016/17	Winter
20160822	2016-08-22	2016	3	8	August	2016-08	22	Monday	0	FY2016/17	Winter
20160823	2016-08-23	2016	3	8	August	2016-08	23	Tuesday	0	FY2016/17	Winter
20160824	2016-08-24	2016	3	8	August	2016-08	24	Wednesday	0	FY2016/17	Winter
20160825	2016-08-25	2016	3	8	August	2016-08	25	Thursday	0	FY2016/17	Winter
20160826	2016-08-26	2016	3	8	August	2016-08	26	Friday	0	FY2016/17	Winter
20160827	2016-08-27	2016	3	8	August	2016-08	27	Saturday	1	FY2016/17	Winter
20160828	2016-08-28	2016	3	8	August	2016-08	28	Sunday	1	FY2016/17	Winter
20160829	2016-08-29	2016	3	8	August	2016-08	29	Monday	0	FY2016/17	Winter
20160830	2016-08-30	2016	3	8	August	2016-08	30	Tuesday	0	FY2016/17	Winter
20160831	2016-08-31	2016	3	8	August	2016-08	31	Wednesday	0	FY2016/17	Winter
20160901	2016-09-01	2016	3	9	September	2016-09	1	Thursday	0	FY2016/17	Spring
20160902	2016-09-02	2016	3	9	September	2016-09	2	Friday	0	FY2016/17	Spring
20160903	2016-09-03	2016	3	9	September	2016-09	3	Saturday	1	FY2016/17	Spring
20160904	2016-09-04	2016	3	9	September	2016-09	4	Sunday	1	FY2016/17	Spring
20160905	2016-09-05	2016	3	9	September	2016-09	5	Monday	0	FY2016/17	Spring
20160906	2016-09-06	2016	3	9	September	2016-09	6	Tuesday	0	FY2016/17	Spring
20160907	2016-09-07	2016	3	9	September	2016-09	7	Wednesday	0	FY2016/17	Spring
20160908	2016-09-08	2016	3	9	September	2016-09	8	Thursday	0	FY2016/17	Spring
20160909	2016-09-09	2016	3	9	September	2016-09	9	Friday	0	FY2016/17	Spring
20160910	2016-09-10	2016	3	9	September	2016-09	10	Saturday	1	FY2016/17	Spring
20160911	2016-09-11	2016	3	9	September	2016-09	11	Sunday	1	FY2016/17	Spring
20160912	2016-09-12	2016	3	9	September	2016-09	12	Monday	0	FY2016/17	Spring
20160913	2016-09-13	2016	3	9	September	2016-09	13	Tuesday	0	FY2016/17	Spring
20160914	2016-09-14	2016	3	9	September	2016-09	14	Wednesday	0	FY2016/17	Spring
20160915	2016-09-15	2016	3	9	September	2016-09	15	Thursday	0	FY2016/17	Spring
20160916	2016-09-16	2016	3	9	September	2016-09	16	Friday	0	FY2016/17	Spring
20160917	2016-09-17	2016	3	9	September	2016-09	17	Saturday	1	FY2016/17	Spring
20160918	2016-09-18	2016	3	9	September	2016-09	18	Sunday	1	FY2016/17	Spring
20160919	2016-09-19	2016	3	9	September	2016-09	19	Monday	0	FY2016/17	Spring
20160920	2016-09-20	2016	3	9	September	2016-09	20	Tuesday	0	FY2016/17	Spring
20160921	2016-09-21	2016	3	9	September	2016-09	21	Wednesday	0	FY2016/17	Spring
20160922	2016-09-22	2016	3	9	September	2016-09	22	Thursday	0	FY2016/17	Spring
20160923	2016-09-23	2016	3	9	September	2016-09	23	Friday	0	FY2016/17	Spring
20160924	2016-09-24	2016	3	9	September	2016-09	24	Saturday	1	FY2016/17	Spring
20160925	2016-09-25	2016	3	9	September	2016-09	25	Sunday	1	FY2016/17	Spring
20160926	2016-09-26	2016	3	9	September	2016-09	26	Monday	0	FY2016/17	Spring
20160927	2016-09-27	2016	3	9	September	2016-09	27	Tuesday	0	FY2016/17	Spring
20160928	2016-09-28	2016	3	9	September	2016-09	28	Wednesday	0	FY2016/17	Spring
20160929	2016-09-29	2016	3	9	September	2016-09	29	Thursday	0	FY2016/17	Spring
20160930	2016-09-30	2016	3	9	September	2016-09	30	Friday	0	FY2016/17	Spring
20161001	2016-10-01	2016	4	10	October	2016-10	1	Saturday	1	FY2016/17	Spring
20161002	2016-10-02	2016	4	10	October	2016-10	2	Sunday	1	FY2016/17	Spring
20161003	2016-10-03	2016	4	10	October	2016-10	3	Monday	0	FY2016/17	Spring
20161004	2016-10-04	2016	4	10	October	2016-10	4	Tuesday	0	FY2016/17	Spring
20161005	2016-10-05	2016	4	10	October	2016-10	5	Wednesday	0	FY2016/17	Spring
20161006	2016-10-06	2016	4	10	October	2016-10	6	Thursday	0	FY2016/17	Spring
20161007	2016-10-07	2016	4	10	October	2016-10	7	Friday	0	FY2016/17	Spring
20161008	2016-10-08	2016	4	10	October	2016-10	8	Saturday	1	FY2016/17	Spring
20161009	2016-10-09	2016	4	10	October	2016-10	9	Sunday	1	FY2016/17	Spring
20161010	2016-10-10	2016	4	10	October	2016-10	10	Monday	0	FY2016/17	Spring
20161011	2016-10-11	2016	4	10	October	2016-10	11	Tuesday	0	FY2016/17	Spring
20161012	2016-10-12	2016	4	10	October	2016-10	12	Wednesday	0	FY2016/17	Spring
20161013	2016-10-13	2016	4	10	October	2016-10	13	Thursday	0	FY2016/17	Spring
20161014	2016-10-14	2016	4	10	October	2016-10	14	Friday	0	FY2016/17	Spring
20161015	2016-10-15	2016	4	10	October	2016-10	15	Saturday	1	FY2016/17	Spring
20161016	2016-10-16	2016	4	10	October	2016-10	16	Sunday	1	FY2016/17	Spring
20161017	2016-10-17	2016	4	10	October	2016-10	17	Monday	0	FY2016/17	Spring
20161018	2016-10-18	2016	4	10	October	2016-10	18	Tuesday	0	FY2016/17	Spring
20161019	2016-10-19	2016	4	10	October	2016-10	19	Wednesday	0	FY2016/17	Spring
20161020	2016-10-20	2016	4	10	October	2016-10	20	Thursday	0	FY2016/17	Spring
20161021	2016-10-21	2016	4	10	October	2016-10	21	Friday	0	FY2016/17	Spring
20161022	2016-10-22	2016	4	10	October	2016-10	22	Saturday	1	FY2016/17	Spring
20161023	2016-10-23	2016	4	10	October	2016-10	23	Sunday	1	FY2016/17	Spring
20161024	2016-10-24	2016	4	10	October	2016-10	24	Monday	0	FY2016/17	Spring
20161025	2016-10-25	2016	4	10	October	2016-10	25	Tuesday	0	FY2016/17	Spring
20161026	2016-10-26	2016	4	10	October	2016-10	26	Wednesday	0	FY2016/17	Spring
20161027	2016-10-27	2016	4	10	October	2016-10	27	Thursday	0	FY2016/17	Spring
20161028	2016-10-28	2016	4	10	October	2016-10	28	Friday	0	FY2016/17	Spring
20161029	2016-10-29	2016	4	10	October	2016-10	29	Saturday	1	FY2016/17	Spring
20161030	2016-10-30	2016	4	10	October	2016-10	30	Sunday	1	FY2016/17	Spring
20161031	2016-10-31	2016	4	10	October	2016-10	31	Monday	0	FY2016/17	Spring
20161101	2016-11-01	2016	4	11	November	2016-11	1	Tuesday	0	FY2016/17	Spring
20161102	2016-11-02	2016	4	11	November	2016-11	2	Wednesday	0	FY2016/17	Spring
20161103	2016-11-03	2016	4	11	November	2016-11	3	Thursday	0	FY2016/17	Spring
20161104	2016-11-04	2016	4	11	November	2016-11	4	Friday	0	FY2016/17	Spring
20161105	2016-11-05	2016	4	11	November	2016-11	5	Saturday	1	FY2016/17	Spring
20161106	2016-11-06	2016	4	11	November	2016-11	6	Sunday	1	FY2016/17	Spring
20161107	2016-11-07	2016	4	11	November	2016-11	7	Monday	0	FY2016/17	Spring
20161108	2016-11-08	2016	4	11	November	2016-11	8	Tuesday	0	FY2016/17	Spring
20161109	2016-11-09	2016	4	11	November	2016-11	9	Wednesday	0	FY2016/17	Spring
20161110	2016-11-10	2016	4	11	November	2016-11	10	Thursday	0	FY2016/17	Spring
20161111	2016-11-11	2016	4	11	November	2016-11	11	Friday	0	FY2016/17	Spring
20161112	2016-11-12	2016	4	11	November	2016-11	12	Saturday	1	FY2016/17	Spring
20161113	2016-11-13	2016	4	11	November	2016-11	13	Sunday	1	FY2016/17	Spring
20161114	2016-11-14	2016	4	11	November	2016-11	14	Monday	0	FY2016/17	Spring
20161115	2016-11-15	2016	4	11	November	2016-11	15	Tuesday	0	FY2016/17	Spring
20161116	2016-11-16	2016	4	11	November	2016-11	16	Wednesday	0	FY2016/17	Spring
20161117	2016-11-17	2016	4	11	November	2016-11	17	Thursday	0	FY2016/17	Spring
20161118	2016-11-18	2016	4	11	November	2016-11	18	Friday	0	FY2016/17	Spring
20161119	2016-11-19	2016	4	11	November	2016-11	19	Saturday	1	FY2016/17	Spring
20161120	2016-11-20	2016	4	11	November	2016-11	20	Sunday	1	FY2016/17	Spring
20161121	2016-11-21	2016	4	11	November	2016-11	21	Monday	0	FY2016/17	Spring
20161122	2016-11-22	2016	4	11	November	2016-11	22	Tuesday	0	FY2016/17	Spring
20161123	2016-11-23	2016	4	11	November	2016-11	23	Wednesday	0	FY2016/17	Spring
20161124	2016-11-24	2016	4	11	November	2016-11	24	Thursday	0	FY2016/17	Spring
20161125	2016-11-25	2016	4	11	November	2016-11	25	Friday	0	FY2016/17	Spring
20161126	2016-11-26	2016	4	11	November	2016-11	26	Saturday	1	FY2016/17	Spring
20161127	2016-11-27	2016	4	11	November	2016-11	27	Sunday	1	FY2016/17	Spring
20161128	2016-11-28	2016	4	11	November	2016-11	28	Monday	0	FY2016/17	Spring
20161129	2016-11-29	2016	4	11	November	2016-11	29	Tuesday	0	FY2016/17	Spring
20161130	2016-11-30	2016	4	11	November	2016-11	30	Wednesday	0	FY2016/17	Spring
20161201	2016-12-01	2016	4	12	December	2016-12	1	Thursday	0	FY2016/17	Summer
20161202	2016-12-02	2016	4	12	December	2016-12	2	Friday	0	FY2016/17	Summer
20161203	2016-12-03	2016	4	12	December	2016-12	3	Saturday	1	FY2016/17	Summer
20161204	2016-12-04	2016	4	12	December	2016-12	4	Sunday	1	FY2016/17	Summer
20161205	2016-12-05	2016	4	12	December	2016-12	5	Monday	0	FY2016/17	Summer
20161206	2016-12-06	2016	4	12	December	2016-12	6	Tuesday	0	FY2016/17	Summer
20161207	2016-12-07	2016	4	12	December	2016-12	7	Wednesday	0	FY2016/17	Summer
20161208	2016-12-08	2016	4	12	December	2016-12	8	Thursday	0	FY2016/17	Summer
20161209	2016-12-09	2016	4	12	December	2016-12	9	Friday	0	FY2016/17	Summer
20161210	2016-12-10	2016	4	12	December	2016-12	10	Saturday	1	FY2016/17	Summer
20161211	2016-12-11	2016	4	12	December	2016-12	11	Sunday	1	FY2016/17	Summer
20161212	2016-12-12	2016	4	12	December	2016-12	12	Monday	0	FY2016/17	Summer
20161213	2016-12-13	2016	4	12	December	2016-12	13	Tuesday	0	FY2016/17	Summer
20161214	2016-12-14	2016	4	12	December	2016-12	14	Wednesday	0	FY2016/17	Summer
20161215	2016-12-15	2016	4	12	December	2016-12	15	Thursday	0	FY2016/17	Summer
20161216	2016-12-16	2016	4	12	December	2016-12	16	Friday	0	FY2016/17	Summer
20161217	2016-12-17	2016	4	12	December	2016-12	17	Saturday	1	FY2016/17	Summer
20161218	2016-12-18	2016	4	12	December	2016-12	18	Sunday	1	FY2016/17	Summer
20161219	2016-12-19	2016	4	12	December	2016-12	19	Monday	0	FY2016/17	Summer
20161220	2016-12-20	2016	4	12	December	2016-12	20	Tuesday	0	FY2016/17	Summer
20161221	2016-12-21	2016	4	12	December	2016-12	21	Wednesday	0	FY2016/17	Summer
20161222	2016-12-22	2016	4	12	December	2016-12	22	Thursday	0	FY2016/17	Summer
20161223	2016-12-23	2016	4	12	December	2016-12	23	Friday	0	FY2016/17	Summer
20161224	2016-12-24	2016	4	12	December	2016-12	24	Saturday	1	FY2016/17	Summer
20161225	2016-12-25	2016	4	12	December	2016-12	25	Sunday	1	FY2016/17	Summer
20161226	2016-12-26	2016	4	12	December	2016-12	26	Monday	0	FY2016/17	Summer
20161227	2016-12-27	2016	4	12	December	2016-12	27	Tuesday	0	FY2016/17	Summer
20161228	2016-12-28	2016	4	12	December	2016-12	28	Wednesday	0	FY2016/17	Summer
20161229	2016-12-29	2016	4	12	December	2016-12	29	Thursday	0	FY2016/17	Summer
20161230	2016-12-30	2016	4	12	December	2016-12	30	Friday	0	FY2016/17	Summer
20161231	2016-12-31	2016	4	12	December	2016-12	31	Saturday	1	FY2016/17	Summer
20170101	2017-01-01	2017	1	1	January	2017-01	1	Sunday	1	FY2016/17	Summer
20170102	2017-01-02	2017	1	1	January	2017-01	2	Monday	0	FY2016/17	Summer
20170103	2017-01-03	2017	1	1	January	2017-01	3	Tuesday	0	FY2016/17	Summer
20170104	2017-01-04	2017	1	1	January	2017-01	4	Wednesday	0	FY2016/17	Summer
20170105	2017-01-05	2017	1	1	January	2017-01	5	Thursday	0	FY2016/17	Summer
20170106	2017-01-06	2017	1	1	January	2017-01	6	Friday	0	FY2016/17	Summer
20170107	2017-01-07	2017	1	1	January	2017-01	7	Saturday	1	FY2016/17	Summer
20170108	2017-01-08	2017	1	1	January	2017-01	8	Sunday	1	FY2016/17	Summer
20170109	2017-01-09	2017	1	1	January	2017-01	9	Monday	0	FY2016/17	Summer
20170110	2017-01-10	2017	1	1	January	2017-01	10	Tuesday	0	FY2016/17	Summer
20170111	2017-01-11	2017	1	1	January	2017-01	11	Wednesday	0	FY2016/17	Summer
20170112	2017-01-12	2017	1	1	January	2017-01	12	Thursday	0	FY2016/17	Summer
20170113	2017-01-13	2017	1	1	January	2017-01	13	Friday	0	FY2016/17	Summer
20170114	2017-01-14	2017	1	1	January	2017-01	14	Saturday	1	FY2016/17	Summer
20170115	2017-01-15	2017	1	1	January	2017-01	15	Sunday	1	FY2016/17	Summer
20170116	2017-01-16	2017	1	1	January	2017-01	16	Monday	0	FY2016/17	Summer
20170117	2017-01-17	2017	1	1	January	2017-01	17	Tuesday	0	FY2016/17	Summer
20170118	2017-01-18	2017	1	1	January	2017-01	18	Wednesday	0	FY2016/17	Summer
20170119	2017-01-19	2017	1	1	January	2017-01	19	Thursday	0	FY2016/17	Summer
20170120	2017-01-20	2017	1	1	January	2017-01	20	Friday	0	FY2016/17	Summer
20170121	2017-01-21	2017	1	1	January	2017-01	21	Saturday	1	FY2016/17	Summer
20170122	2017-01-22	2017	1	1	January	2017-01	22	Sunday	1	FY2016/17	Summer
20170123	2017-01-23	2017	1	1	January	2017-01	23	Monday	0	FY2016/17	Summer
20170124	2017-01-24	2017	1	1	January	2017-01	24	Tuesday	0	FY2016/17	Summer
20170125	2017-01-25	2017	1	1	January	2017-01	25	Wednesday	0	FY2016/17	Summer
20170126	2017-01-26	2017	1	1	January	2017-01	26	Thursday	0	FY2016/17	Summer
20170127	2017-01-27	2017	1	1	January	2017-01	27	Friday	0	FY2016/17	Summer
20170128	2017-01-28	2017	1	1	January	2017-01	28	Saturday	1	FY2016/17	Summer
20170129	2017-01-29	2017	1	1	January	2017-01	29	Sunday	1	FY2016/17	Summer
20170130	2017-01-30	2017	1	1	January	2017-01	30	Monday	0	FY2016/17	Summer
20170131	2017-01-31	2017	1	1	January	2017-01	31	Tuesday	0	FY2016/17	Summer
20170201	2017-02-01	2017	1	2	February	2017-02	1	Wednesday	0	FY2016/17	Summer
20170202	2017-02-02	2017	1	2	February	2017-02	2	Thursday	0	FY2016/17	Summer
20170203	2017-02-03	2017	1	2	February	2017-02	3	Friday	0	FY2016/17	Summer
20170204	2017-02-04	2017	1	2	February	2017-02	4	Saturday	1	FY2016/17	Summer
20170205	2017-02-05	2017	1	2	February	2017-02	5	Sunday	1	FY2016/17	Summer
20170206	2017-02-06	2017	1	2	February	2017-02	6	Monday	0	FY2016/17	Summer
20170207	2017-02-07	2017	1	2	February	2017-02	7	Tuesday	0	FY2016/17	Summer
20170208	2017-02-08	2017	1	2	February	2017-02	8	Wednesday	0	FY2016/17	Summer
20170209	2017-02-09	2017	1	2	February	2017-02	9	Thursday	0	FY2016/17	Summer
20170210	2017-02-10	2017	1	2	February	2017-02	10	Friday	0	FY2016/17	Summer
20170211	2017-02-11	2017	1	2	February	2017-02	11	Saturday	1	FY2016/17	Summer
20170212	2017-02-12	2017	1	2	February	2017-02	12	Sunday	1	FY2016/17	Summer
20170213	2017-02-13	2017	1	2	February	2017-02	13	Monday	0	FY2016/17	Summer
20170214	2017-02-14	2017	1	2	February	2017-02	14	Tuesday	0	FY2016/17	Summer
20170215	2017-02-15	2017	1	2	February	2017-02	15	Wednesday	0	FY2016/17	Summer
20170216	2017-02-16	2017	1	2	February	2017-02	16	Thursday	0	FY2016/17	Summer
20170217	2017-02-17	2017	1	2	February	2017-02	17	Friday	0	FY2016/17	Summer
20170218	2017-02-18	2017	1	2	February	2017-02	18	Saturday	1	FY2016/17	Summer
20170219	2017-02-19	2017	1	2	February	2017-02	19	Sunday	1	FY2016/17	Summer
20170220	2017-02-20	2017	1	2	February	2017-02	20	Monday	0	FY2016/17	Summer
20170221	2017-02-21	2017	1	2	February	2017-02	21	Tuesday	0	FY2016/17	Summer
20170222	2017-02-22	2017	1	2	February	2017-02	22	Wednesday	0	FY2016/17	Summer
20170223	2017-02-23	2017	1	2	February	2017-02	23	Thursday	0	FY2016/17	Summer
20170224	2017-02-24	2017	1	2	February	2017-02	24	Friday	0	FY2016/17	Summer
20170225	2017-02-25	2017	1	2	February	2017-02	25	Saturday	1	FY2016/17	Summer
20170226	2017-02-26	2017	1	2	February	2017-02	26	Sunday	1	FY2016/17	Summer
20170227	2017-02-27	2017	1	2	February	2017-02	27	Monday	0	FY2016/17	Summer
20170228	2017-02-28	2017	1	2	February	2017-02	28	Tuesday	0	FY2016/17	Summer
20170301	2017-03-01	2017	1	3	March	2017-03	1	Wednesday	0	FY2016/17	Autumn
20170302	2017-03-02	2017	1	3	March	2017-03	2	Thursday	0	FY2016/17	Autumn
20170303	2017-03-03	2017	1	3	March	2017-03	3	Friday	0	FY2016/17	Autumn
20170304	2017-03-04	2017	1	3	March	2017-03	4	Saturday	1	FY2016/17	Autumn
20170305	2017-03-05	2017	1	3	March	2017-03	5	Sunday	1	FY2016/17	Autumn
20170306	2017-03-06	2017	1	3	March	2017-03	6	Monday	0	FY2016/17	Autumn
20170307	2017-03-07	2017	1	3	March	2017-03	7	Tuesday	0	FY2016/17	Autumn
20170308	2017-03-08	2017	1	3	March	2017-03	8	Wednesday	0	FY2016/17	Autumn
20170309	2017-03-09	2017	1	3	March	2017-03	9	Thursday	0	FY2016/17	Autumn
20170310	2017-03-10	2017	1	3	March	2017-03	10	Friday	0	FY2016/17	Autumn
20170311	2017-03-11	2017	1	3	March	2017-03	11	Saturday	1	FY2016/17	Autumn
20170312	2017-03-12	2017	1	3	March	2017-03	12	Sunday	1	FY2016/17	Autumn
20170313	2017-03-13	2017	1	3	March	2017-03	13	Monday	0	FY2016/17	Autumn
20170314	2017-03-14	2017	1	3	March	2017-03	14	Tuesday	0	FY2016/17	Autumn
20170315	2017-03-15	2017	1	3	March	2017-03	15	Wednesday	0	FY2016/17	Autumn
20170316	2017-03-16	2017	1	3	March	2017-03	16	Thursday	0	FY2016/17	Autumn
20170317	2017-03-17	2017	1	3	March	2017-03	17	Friday	0	FY2016/17	Autumn
20170318	2017-03-18	2017	1	3	March	2017-03	18	Saturday	1	FY2016/17	Autumn
20170319	2017-03-19	2017	1	3	March	2017-03	19	Sunday	1	FY2016/17	Autumn
20170320	2017-03-20	2017	1	3	March	2017-03	20	Monday	0	FY2016/17	Autumn
20170321	2017-03-21	2017	1	3	March	2017-03	21	Tuesday	0	FY2016/17	Autumn
20170322	2017-03-22	2017	1	3	March	2017-03	22	Wednesday	0	FY2016/17	Autumn
20170323	2017-03-23	2017	1	3	March	2017-03	23	Thursday	0	FY2016/17	Autumn
20170324	2017-03-24	2017	1	3	March	2017-03	24	Friday	0	FY2016/17	Autumn
20170325	2017-03-25	2017	1	3	March	2017-03	25	Saturday	1	FY2016/17	Autumn
20170326	2017-03-26	2017	1	3	March	2017-03	26	Sunday	1	FY2016/17	Autumn
20170327	2017-03-27	2017	1	3	March	2017-03	27	Monday	0	FY2016/17	Autumn
20170328	2017-03-28	2017	1	3	March	2017-03	28	Tuesday	0	FY2016/17	Autumn
20170329	2017-03-29	2017	1	3	March	2017-03	29	Wednesday	0	FY2016/17	Autumn
20170330	2017-03-30	2017	1	3	March	2017-03	30	Thursday	0	FY2016/17	Autumn
20170331	2017-03-31	2017	1	3	March	2017-03	31	Friday	0	FY2016/17	Autumn
20170401	2017-04-01	2017	2	4	April	2017-04	1	Saturday	1	FY2017/18	Autumn
20170402	2017-04-02	2017	2	4	April	2017-04	2	Sunday	1	FY2017/18	Autumn
20170403	2017-04-03	2017	2	4	April	2017-04	3	Monday	0	FY2017/18	Autumn
20170404	2017-04-04	2017	2	4	April	2017-04	4	Tuesday	0	FY2017/18	Autumn
20170405	2017-04-05	2017	2	4	April	2017-04	5	Wednesday	0	FY2017/18	Autumn
20170406	2017-04-06	2017	2	4	April	2017-04	6	Thursday	0	FY2017/18	Autumn
20170407	2017-04-07	2017	2	4	April	2017-04	7	Friday	0	FY2017/18	Autumn
20170408	2017-04-08	2017	2	4	April	2017-04	8	Saturday	1	FY2017/18	Autumn
20170409	2017-04-09	2017	2	4	April	2017-04	9	Sunday	1	FY2017/18	Autumn
20170410	2017-04-10	2017	2	4	April	2017-04	10	Monday	0	FY2017/18	Autumn
20170411	2017-04-11	2017	2	4	April	2017-04	11	Tuesday	0	FY2017/18	Autumn
20170412	2017-04-12	2017	2	4	April	2017-04	12	Wednesday	0	FY2017/18	Autumn
20170413	2017-04-13	2017	2	4	April	2017-04	13	Thursday	0	FY2017/18	Autumn
20170414	2017-04-14	2017	2	4	April	2017-04	14	Friday	0	FY2017/18	Autumn
20170415	2017-04-15	2017	2	4	April	2017-04	15	Saturday	1	FY2017/18	Autumn
20170416	2017-04-16	2017	2	4	April	2017-04	16	Sunday	1	FY2017/18	Autumn
20170417	2017-04-17	2017	2	4	April	2017-04	17	Monday	0	FY2017/18	Autumn
20170418	2017-04-18	2017	2	4	April	2017-04	18	Tuesday	0	FY2017/18	Autumn
20170419	2017-04-19	2017	2	4	April	2017-04	19	Wednesday	0	FY2017/18	Autumn
20170420	2017-04-20	2017	2	4	April	2017-04	20	Thursday	0	FY2017/18	Autumn
20170421	2017-04-21	2017	2	4	April	2017-04	21	Friday	0	FY2017/18	Autumn
20170422	2017-04-22	2017	2	4	April	2017-04	22	Saturday	1	FY2017/18	Autumn
20170423	2017-04-23	2017	2	4	April	2017-04	23	Sunday	1	FY2017/18	Autumn
20170424	2017-04-24	2017	2	4	April	2017-04	24	Monday	0	FY2017/18	Autumn
20170425	2017-04-25	2017	2	4	April	2017-04	25	Tuesday	0	FY2017/18	Autumn
20170426	2017-04-26	2017	2	4	April	2017-04	26	Wednesday	0	FY2017/18	Autumn
20170427	2017-04-27	2017	2	4	April	2017-04	27	Thursday	0	FY2017/18	Autumn
20170428	2017-04-28	2017	2	4	April	2017-04	28	Friday	0	FY2017/18	Autumn
20170429	2017-04-29	2017	2	4	April	2017-04	29	Saturday	1	FY2017/18	Autumn
20170430	2017-04-30	2017	2	4	April	2017-04	30	Sunday	1	FY2017/18	Autumn
20170501	2017-05-01	2017	2	5	May	2017-05	1	Monday	0	FY2017/18	Autumn
20170502	2017-05-02	2017	2	5	May	2017-05	2	Tuesday	0	FY2017/18	Autumn
20170503	2017-05-03	2017	2	5	May	2017-05	3	Wednesday	0	FY2017/18	Autumn
20170504	2017-05-04	2017	2	5	May	2017-05	4	Thursday	0	FY2017/18	Autumn
20170505	2017-05-05	2017	2	5	May	2017-05	5	Friday	0	FY2017/18	Autumn
20170506	2017-05-06	2017	2	5	May	2017-05	6	Saturday	1	FY2017/18	Autumn
20170507	2017-05-07	2017	2	5	May	2017-05	7	Sunday	1	FY2017/18	Autumn
20170508	2017-05-08	2017	2	5	May	2017-05	8	Monday	0	FY2017/18	Autumn
20170509	2017-05-09	2017	2	5	May	2017-05	9	Tuesday	0	FY2017/18	Autumn
20170510	2017-05-10	2017	2	5	May	2017-05	10	Wednesday	0	FY2017/18	Autumn
20170511	2017-05-11	2017	2	5	May	2017-05	11	Thursday	0	FY2017/18	Autumn
20170512	2017-05-12	2017	2	5	May	2017-05	12	Friday	0	FY2017/18	Autumn
20170513	2017-05-13	2017	2	5	May	2017-05	13	Saturday	1	FY2017/18	Autumn
20170514	2017-05-14	2017	2	5	May	2017-05	14	Sunday	1	FY2017/18	Autumn
20170515	2017-05-15	2017	2	5	May	2017-05	15	Monday	0	FY2017/18	Autumn
20170516	2017-05-16	2017	2	5	May	2017-05	16	Tuesday	0	FY2017/18	Autumn
