YearMonth,Year,FiscalYearSA,LocationDescription,ProductName,EligibilityStatus,LitresIssued,TransactionCount
2019-12,2019,FY2019/20,CMND-001,DIESEL,Eligible - Mining,136328.60,328
2019-12,2019,FY2019/20,DB-269,DIESEL,Ineligible,44545.00,167
2019-12,2019,FY2019/20,DB-338,DIESEL,Ineligible,7829.40,31
2019-12,2019,FY2019/20,DB-MCCA-126,DIESEL,Eligible - Mining,99184.00,203
2019-12,2019,FY2019/20,Nitro+,DIESEL,Eligible - Mining,2721751.50,1193
2019-12,2019,FY2019/20,Nitro+,ENGINE,Eligible - Mining,2888.00,103
2019-12,2019,FY2019/20,ST-264,COOLANT,Eligible - Mining,3.84,65
2019-12,2019,FY2019/20,ST-264,DYNATRANS,Ineligible,0.17,3
2019-12,2019,FY2019/20,ST-264,ENGINE,Eligible - Mining,2.47,44
2019-12,2019,FY2019/20,ST-264,TRANSMISSION,Ineligible,90.97,11
2019-12,2019,FY2019/20,Stores LDV,DIESEL,Eligible - Mining,12735.30,118
2019-12,2019,FY2019/20,BULK137,DIESEL,Eligible - Mining,29218.00,118
2019-12,2019,FY2019/20,BULK137,DIESEL,Ineligible,15950.00,85
2019-12,2019,FY2019/20,CMND-001,DIESEL,Ineligible,22781.70,56
2019-12,2019,FY2019/20,DB-269,DIESEL,Eligible - Mining,251161.00,489
2019-12,2019,FY2019/20,DB-270,DIESEL,Eligible - Mining,428388.00,633
2019-12,2019,FY2019/20,Stores LDV,DIESEL,Ineligible,25784.20,315
2019-12,2019,FY2019/20,Ultra City,DIESEL,Eligible - Mining,1425955.00,758
2020-01,2020,FY2019/20,CHP-006,DIESEL,Eligible - Mining,111766.00,327
2020-01,2020,FY2019/20,CHP-006,DIESEL,Ineligible,4929.90,19
2020-01,2020,FY2019/20,DB HIBS JV,DIESEL,Ineligible,7522.50,51
2020-01,2020,FY2019/20,DB-338,DIESEL,Eligible - Mining,30015.30,54
2020-01,2020,FY2019/20,DB-338,DIESEL,Ineligible,10376.70,38
2020-01,2020,FY2019/20,DB-MCCA-126,DIESEL,Ineligible,14108.00,36
2020-01,2020,FY2019/20,Nitro+,DIESEL,Eligible - Mining,2639523.90,1141
2020-01,2020,FY2019/20,Nitro+,TRANSMISSION,Ineligible,41.00,2
2020-01,2020,FY2019/20,ST-264,DYNATRANS,Eligible - Mining,2.70,41
2020-01,2020,FY2019/20,ST-264,ENGINE,Eligible - Mining,1.42,22
2020-01,2020,FY2019/20,ST-264,ENGINE,Ineligible,0.11,2
2020-01,2020,FY2019/20,Stores LDV,PETROL,Eligible - Mining,76.58,3
2020-01,2020,FY2019/20,Stores LDV,PETROL,Ineligible,3217.63,85
2020-01,2020,FY2019/20,BULK137,DIESEL,Ineligible,22879.00,58
2020-01,2020,FY2019/20,CMND-001,DIESEL,Eligible - Mining,205037.60,407
2020-01,2020,FY2019/20,CON-074,DIESEL,Ineligible,33420.00,121
2020-01,2020,FY2019/20,DB HIBS JV,DIESEL,Eligible - Mining,19867.80,141
2020-01,2020,FY2019/20,DB-MCCA-126,DIESEL,Eligible - Mining,181886.00,356
2020-01,2020,FY2019/20,Nitro+,ENGINE,Eligible - Mining,2890.00,110
2020-01,2020,FY2019/20,North Concentrator,DIESEL,Eligible - Mining,7095.00,47
2020-01,2020,FY2019/20,ST-264,COOLANT,Eligible - Mining,2.11,34
2020-01,2020,FY2019/20,ST-264,DYNATRANS,Ineligible,0.74,15
2020-01,2020,FY2019/20,ST-264,HYDRAULIC,Ineligible,2.56,44
2020-01,2020,FY2019/20,ST-264,TRANSMISSION,Ineligible,196.19,46
2020-01,2020,FY2019/20,Stores LDV,DIESEL,Eligible - Mining,15562.98,138
2020-01,2020,FY2019/20,DB-269,DIESEL,Eligible - Mining,257244.00,476
2020-01,2020,FY2019/20,DB-269,DIESEL,Ineligible,57704.00,220
2020-01,2020,FY2019/20,DB-270,DIESEL,Eligible - Mining,348527.00,629
2020-01,2020,FY2019/20,DB-270,DIESEL,Ineligible,44413.00,177
2020-01,2020,FY2019/20,Ultra City,DIESEL,Eligible - Mining,1329693.00,647
2020-01,2020,FY2019/20,Ultra City,DIESEL,Ineligible,541101.00,208
2020-01,2020,FY2019/20,BULK137,DIESEL,Eligible - Mining,37148.00,104
2020-01,2020,FY2019/20,CMND-001,DIESEL,Ineligible,32318.80,69
2020-01,2020,FY2019/20,CON-074,DIESEL,Eligible - Mining,99231.00,405
2020-01,2020,FY2019/20,Nitro+,DIESEL,Ineligible,128442.80,834
2020-01,2020,FY2019/20,Nitro+,ENGINE,Ineligible,1.00,1
2020-01,2020,FY2019/20,Nitro+,HYDRAULIC,Eligible - Mining,985.00,30
2020-01,2020,FY2019/20,Nitro+,TRANSMISSION,Eligible - Mining,2356.00,71
2020-01,2020,FY2019/20,North Concentrator,DIESEL,Ineligible,6402.00,53
2020-01,2020,FY2019/20,ST-264,COOLANT,Ineligible,0.71,14
2020-01,2020,FY2019/20,ST-264,HYDRAULIC,Eligible - Mining,6.55,95
2020-01,2020,FY2019/20,ST-264,TRANSMISSION,Eligible - Mining,1131.75,146
2020-01,2020,FY2019/20,Stores LDV,DIESEL,Ineligible,30914.96,351
2020-02,2020,FY2019/20,CMND-001,DIESEL,Ineligible,26945.80,65
2020-02,2020,FY2019/20,DB-270,DIESEL,Ineligible,56115.00,171
2020-02,2020,FY2019/20,Nitro+,ENGINE,Ineligible,1.00,1
2020-02,2020,FY2019/20,Nitro+,HYDRAULIC,Eligible - Mining,560.75,29
2020-02,2020,FY2019/20,Nitro+,TRANSMISSION,Eligible - Mining,1761.88,89
2020-02,2020,FY2019/20,North Concentrator,DIESEL,Ineligible,8396.00,61
2020-02,2020,FY2019/20,ST-264,COOLANT,Ineligible,0.68,11
2020-02,2020,FY2019/20,ST-264,DYNATRANS,Eligible - Mining,1.60,25
2020-02,2020,FY2019/20,ST-264,ENGINE,Ineligible,0.48,8
2020-02,2020,FY2019/20,ST-264,TRANSMISSION,Eligible - Mining,654.83,101
2020-02,2020,FY2019/20,Ultra City,DIESEL,Ineligible,511305.00,158
2020-02,2020,FY2019/20,CHP-006,DIESEL,Eligible - Mining,79283.20,232
2020-02,2020,FY2019/20,CHP-006,DIESEL,Ineligible,4919.90,14
2020-02,2020,FY2019/20,CON-074,DIESEL,Eligible - Mining,135659.00,591
2020-02,2020,FY2019/20,CON-074,DIESEL,Ineligible,50657.00,128
2020-02,2020,FY2019/20,DB HIBS JV,DIESEL,Ineligible,13820.40,64
2020-02,2020,FY2019/20,DB-338,DIESEL,Eligible - Mining,169347.50,288
2020-02,2020,FY2019/20,DB-338,DIESEL,Ineligible,30453.40,208
2020-02,2020,FY2019/20,DB-MCCA-126,DIESEL,Ineligible,40211.00,96
2020-02,2020,FY2019/20,Nitro+,DIESEL,Eligible - Mining,2415787.60,1206
2020-02,2020,FY2019/20,Nitro+,TRANSMISSION,Ineligible,14.22,2
2020-02,2020,FY2019/20,ST-264,HYDRAULIC,Eligible - Mining,4.47,70
2020-02,2020,FY2019/20,ST-264,HYDRAULIC,Ineligible,1.31,21
2020-02,2020,FY2019/20,Stores LDV,PETROL,Eligible - Mining,92.64,2
2020-02,2020,FY2019/20,Stores LDV,PETROL,Ineligible,2248.49,69
2020-02,2020,FY2019/20,CMND-001,DIESEL,Eligible - Mining,187795.60,450
2020-02,2020,FY2019/20,DB HIBS JV,DIESEL,Eligible - Mining,45665.20,309
2020-02,2020,FY2019/20,DB-270,DIESEL,Eligible - Mining,382193.00,757
2020-02,2020,FY2019/20,DB-MCCA-126,DIESEL,Eligible - Mining,242784.00,474
2020-02,2020,FY2019/20,Nitro+,ENGINE,Eligible - Mining,2086.62,94
2020-02,2020,FY2019/20,North Concentrator,DIESEL,Eligible - Mining,6670.00,60
2020-02,2020,FY2019/20,ST-264,COOLANT,Eligible - Mining,2.48,39
2020-02,2020,FY2019/20,ST-264,ENGINE,Eligible - Mining,1.74,30
2020-02,2020,FY2019/20,ST-264,TRANSMISSION,Ineligible,338.87,44
2020-02,2020,FY2019/20,BULK137,DIESEL,Eligible - Mining,3072.00,15
2020-02,2020,FY2019/20,BULK137,DIESEL,Ineligible,7139.00,18
2020-02,2020,FY2019/20,DB-269,DIESEL,Eligible - Mining,165206.00,349
2020-02,2020,FY2019/20,DB-269,DIESEL,Ineligible,27091.00,146
2020-02,2020,FY2019/20,Nitro+,DIESEL,Ineligible,124549.09,769
2020-02,2020,FY2019/20,ST-264,DYNATRANS,Ineligible,0.57,9
2020-02,2020,FY2019/20,Stores LDV,DIESEL,Eligible - Mining,9587.71,101
2020-02,2020,FY2019/20,Stores LDV,DIESEL,Ineligible,28016.35,330
2020-02,2020,FY2019/20,Ultra City,DIESEL,Eligible - Mining,1439013.00,597
2020-03,2020,FY2019/20,CHP-006,DIESEL,Eligible - Mining,63591.60,201
2020-03,2020,FY2019/20,CHP-006,DIESEL,Ineligible,1867.90,8
2020-03,2020,FY2019/20,CON-074,DIESEL,Eligible - Mining,123640.00,475
2020-03,2020,FY2019/20,CON-074,DIESEL,Ineligible,56865.00,162
2020-03,2020,FY2019/20,DB HIBS JV,DIESEL,Eligible - Mining,41773.70,225
2020-03,2020,FY2019/20,DB-MCCA-126,DIESEL,Ineligible,25471.00,95
2020-03,2020,FY2019/20,Nitro+,TRANSMISSION,Ineligible,28.00,2
2020-03,2020,FY2019/20,ST-264,HYDRAULIC,Eligible - Mining,5.38,85
2020-03,2020,FY2019/20,ST-264,HYDRAULIC,Ineligible,0.63,11
2020-03,2020,FY2019/20,Stores LDV,PETROL,Eligible - Mining,89.02,6
2020-03,2020,FY2019/20,Stores LDV,PETROL,Ineligible,3249.83,104
2020-03,2020,FY2019/20,DB HIBS JV,DIESEL,Ineligible,14011.50,59
2020-03,2020,FY2019/20,DB-269,DIESEL,Ineligible,38694.00,173
2020-03,2020,FY2019/20,DB-270,DIESEL,Eligible - Mining,216030.00,394
2020-03,2020,FY2019/20,DB-338,DIESEL,Ineligible,40096.30,155
2020-03,2020,FY2019/20,DB-MCCA-126,DIESEL,Eligible - Mining,251894.00,529
2020-03,2020,FY2019/20,Nitro+,DIESEL,Eligible - Mining,2680812.10,1166
2020-03,2020,FY2019/20,Nitro+,ENGINE,Eligible - Mining,2601.00,87
2020-03,2020,FY2019/20,North Concentrator,DIESEL,Eligible - Mining,7611.00,65
2020-03,2020,FY2019/20,ST-264,COOLANT,Eligible - Mining,4.30,69
2020-03,2020,FY2019/20,ST-264,ENGINE,Eligible - Mining,2.42,44
2020-03,2020,FY2019/20,ST-264,TRANSMISSION,Ineligible,403.19,23
2020-03,2020,FY2019/20,Ultra City,DIESEL,Eligible - Mining,1201153.00,430
2020-03,2020,FY2019/20,BULK137,DIESEL,Eligible - Mining,7804.00,24
2020-03,2020,FY2019/20,BULK137,DIESEL,Ineligible,5439.00,20
2020-03,2020,FY2019/20,CMND-001,DIESEL,Eligible - Mining,52007.80,117
2020-03,2020,FY2019/20,CMND-001,DIESEL,Ineligible,11436.80,27
2020-03,2020,FY2019/20,Nitro+,DIESEL,Ineligible,109532.70,726
2020-03,2020,FY2019/20,North Concentrator,DIESEL,Ineligible,8303.00,73
2020-03,2020,FY2019/20,ST-263,OCA-46SSYN,Eligible - Mining,128.20,38
2020-03,2020,FY2019/20,ST-264,COOLANT,Ineligible,0.40,8
2020-03,2020,FY2019/20,ST-264,DYNATRANS,Ineligible,0.34,5
2020-03,2020,FY2019/20,ST-265,HYDRAULIC,Eligible - Mining,190.00,30
2020-03,2020,FY2019/20,Stores LDV,DIESEL,Eligible - Mining,12515.61,100
2020-03,2020,FY2019/20,Stores LDV,DIESEL,Ineligible,21645.12,295
2020-03,2020,FY2019/20,DB-269,DIESEL,Eligible - Mining,241360.00,464
2020-03,2020,FY2019/20,DB-270,DIESEL,Ineligible,24169.00,56
2020-03,2020,FY2019/20,DB-338,DIESEL,Eligible - Mining,321609.70,620
2020-03,2020,FY2019/20,Nitro+,HYDRAULIC,Eligible - Mining,1274.00,44
2020-03,2020,FY2019/20,Nitro+,TRANSMISSION,Eligible - Mining,1600.00,65
2020-03,2020,FY2019/20,ST-264,DYNATRANS,Eligible - Mining,2.87,49
2020-03,2020,FY2019/20,ST-264,ENGINE,Ineligible,0.34,6
2020-03,2020,FY2019/20,ST-264,TRANSMISSION,Eligible - Mining,672.80,175
2020-03,2020,FY2019/20,Ultra City,DIESEL,Ineligible,541595.10,93
2020-04,2020,FY2020/21,BULK137,DIESEL,Ineligible,6768.00,23
2020-04,2020,FY2020/21,CON-074,DIESEL,Ineligible,19405.00,50
2020-04,2020,FY2020/21,DB-269,DIESEL,Eligible - Mining,254801.00,419
2020-04,2020,FY2020/21,DB-269,DIESEL,Ineligible,43026.00,161
2020-04,2020,FY2020/21,DB-338,DIESEL,Eligible - Mining,134365.40,195
2020-04,2020,FY2020/21,ST-264,DYNATRANS,Ineligible,0.31,6
2020-04,2020,FY2020/21,ST-264,HYDRAULIC,Ineligible,0.60,11
2020-04,2020,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,55.30,56
2020-04,2020,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,4186.70,36
2020-04,2020,FY2020/21,Stores LDV,PETROL,Ineligible,1998.75,67
2020-04,2020,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,15633.60,75
2020-04,2020,FY2020/21,DB-270,DIESEL,Eligible - Mining,54785.00,120
2020-04,2020,FY2020/21,DB-270,DIESEL,Ineligible,23101.00,31
2020-04,2020,FY2020/21,Nitro+,ENGINE,Eligible - Mining,2390.00,73
2020-04,2020,FY2020/21,Nitro+,TRANSMISSION,Eligible - Mining,2840.00,77
2020-04,2020,FY2020/21,Ultra City,DIESEL,Eligible - Mining,572745.00,231
2020-04,2020,FY2020/21,Ultra City,DIESEL,Ineligible,305734.90,64
2020-04,2020,FY2020/21,BULK137,DIESEL,Eligible - Mining,8093.00,19
2020-04,2020,FY2020/21,CMND-001,DIESEL,Ineligible,13546.90,52
2020-04,2020,FY2020/21,CON-074,DIESEL,Eligible - Mining,82477.00,251
2020-04,2020,FY2020/21,Nitro+,DIESEL,Ineligible,40935.84,459
2020-04,2020,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,2.99,49
2020-04,2020,FY2020/21,ST-265,HYDRAULIC,Ineligible,7.10,10
2020-04,2020,FY2020/21,Stores LDV,DIESEL,Ineligible,11661.95,180
2020-04,2020,FY2020/21,CMND-001,DIESEL,Eligible - Mining,90181.30,174
2020-04,2020,FY2020/21,DB HIBS JV,DIESEL,Ineligible,3373.30,14
2020-04,2020,FY2020/21,DB-338,DIESEL,Ineligible,11390.80,38
2020-04,2020,FY2020/21,Nitro+,DIESEL,Eligible - Mining,1876082.36,716
2020-04,2020,FY2020/21,Nitro+,HYDRAULIC,Eligible - Mining,395.00,18
2020-04,2020,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,1780.00,14
2020-04,2020,FY2020/21,North Concentrator,DIESEL,Ineligible,6663.00,47
2020-04,2020,FY2020/21,ST-264,COOLANT,Eligible - Mining,1.28,21
2020-04,2020,FY2020/21,ST-264,COOLANT,Ineligible,0.46,8
2020-04,2020,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,0.97,15
2020-04,2020,FY2020/21,ST-264,ENGINE,Eligible - Mining,1.05,17
2020-04,2020,FY2020/21,ST-264,ENGINE,Ineligible,0.17,3
2020-04,2020,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,933.92,144
2020-04,2020,FY2020/21,ST-264,TRANSMISSION,Ineligible,1.65,17
2020-05,2020,FY2020/21,DB-269,DIESEL,Eligible - Mining,276334.00,464
2020-05,2020,FY2020/21,DB-270,DIESEL,Eligible - Mining,108804.00,254
2020-05,2020,FY2020/21,DB-270,DIESEL,Ineligible,15770.00,62
2020-05,2020,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,97479.00,176
2020-05,2020,FY2020/21,Nitro+,TRANSMISSION,Eligible - Mining,4585.00,118
2020-05,2020,FY2020/21,Ultra City,DIESEL,Eligible - Mining,1105856.30,599
2020-05,2020,FY2020/21,Ultra City,DIESEL,Ineligible,783401.70,155
2020-05,2020,FY2020/21,BULK137,DIESEL,Eligible - Mining,25516.00,59
2020-05,2020,FY2020/21,CHP-006,DIESEL,Ineligible,551.70,1
2020-05,2020,FY2020/21,CMND-001,DIESEL,Ineligible,3884.40,20
2020-05,2020,FY2020/21,CON-074,DIESEL,Eligible - Mining,107048.00,393
2020-05,2020,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,7754.00,27
2020-05,2020,FY2020/21,Nitro+,DIESEL,Ineligible,79737.39,766
2020-05,2020,FY2020/21,Nitro+,ENGINE,Ineligible,10.00,1
2020-05,2020,FY2020/21,North Concentrator,DIESEL,Ineligible,6223.00,48
2020-05,2020,FY2020/21,ST-264,COOLANT,Ineligible,0.63,10
2020-05,2020,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,2.14,34
2020-05,2020,FY2020/21,ST-265,HYDRAULIC,Ineligible,560.30,27
2020-05,2020,FY2020/21,Stores LDV,DIESEL,Ineligible,16710.56,250
2020-05,2020,FY2020/21,DB HIBS JV,DIESEL,Ineligible,11704.30,54
2020-05,2020,FY2020/21,DB-338,DIESEL,Eligible - Mining,383780.70,745
2020-05,2020,FY2020/21,DB-338,DIESEL,Ineligible,36480.80,145
2020-05,2020,FY2020/21,Nitro+,DIESEL,Eligible - Mining,3084760.91,1260
2020-05,2020,FY2020/21,Nitro+,HYDRAULIC,Eligible - Mining,665.00,30
2020-05,2020,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,1.42,23
2020-05,2020,FY2020/21,ST-264,ENGINE,Eligible - Mining,0.54,8
2020-05,2020,FY2020/21,ST-264,ENGINE,Ineligible,0.17,3
2020-05,2020,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,792.34,98
2020-05,2020,FY2020/21,Stores LDV,PETROL,Ineligible,2596.05,79
2020-05,2020,FY2020/21,BULK137,DIESEL,Ineligible,10531.00,59
2020-05,2020,FY2020/21,CHP-006,DIESEL,Eligible - Mining,101456.50,319
2020-05,2020,FY2020/21,CMND-001,DIESEL,Eligible - Mining,32834.50,76
2020-05,2020,FY2020/21,CON-074,DIESEL,Ineligible,11886.00,36
2020-05,2020,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,60411.10,307
2020-05,2020,FY2020/21,DB-269,DIESEL,Ineligible,37769.00,133
2020-05,2020,FY2020/21,Nitro+,ENGINE,Eligible - Mining,3864.00,127
2020-05,2020,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,3279.00,23
2020-05,2020,FY2020/21,ST-264,COOLANT,Eligible - Mining,1.48,26
2020-05,2020,FY2020/21,ST-264,DYNATRANS,Ineligible,0.40,5
2020-05,2020,FY2020/21,ST-264,HYDRAULIC,Ineligible,1.03,18
2020-05,2020,FY2020/21,ST-264,TRANSMISSION,Ineligible,24.34,19
2020-05,2020,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,8974.40,126
2020-05,2020,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,5964.71,48
2020-06,2020,FY2020/21,BULK137,DIESEL,Ineligible,41226.00,124
2020-06,2020,FY2020/21,CON-074,DIESEL,Ineligible,34904.00,114
2020-06,2020,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,39590.30,252
2020-06,2020,FY2020/21,DB-269,DIESEL,Ineligible,31217.00,131
2020-06,2020,FY2020/21,Nitro+,ENGINE,Eligible - Mining,3683.00,145
2020-06,2020,FY2020/21,Nitro+,TRANSMISSION,Ineligible,1.00,1
2020-06,2020,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,9907.00,78
2020-06,2020,FY2020/21,ST Epiroc CADS 246,DYNATRANS,Eligible - Mining,42.00,12
2020-06,2020,FY2020/21,ST-264,COOLANT,Eligible - Mining,2.28,38
2020-06,2020,FY2020/21,ST-264,DYNATRANS,Ineligible,0.11,2
2020-06,2020,FY2020/21,ST-264,HYDRAULIC,Ineligible,0.46,8
2020-06,2020,FY2020/21,ST-264,TRANSMISSION,Ineligible,0.74,10
2020-06,2020,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,11782.70,154
2020-06,2020,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,5915.74,71
2020-06,2020,FY2020/21,DB-269,DIESEL,Eligible - Mining,216680.00,385
2020-06,2020,FY2020/21,DB-270,DIESEL,Eligible - Mining,113849.00,235
2020-06,2020,FY2020/21,DB-270,DIESEL,Ineligible,7265.00,29
2020-06,2020,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,368744.00,646
2020-06,2020,FY2020/21,Nitro+,TRANSMISSION,Eligible - Mining,2458.00,108
2020-06,2020,FY2020/21,ST-265,HYDRAULIC,Ineligible,817.80,7
2020-06,2020,FY2020/21,Ultra City,DIESEL,Eligible - Mining,1371552.40,648
2020-06,2020,FY2020/21,Ultra City,DIESEL,Ineligible,902274.50,193
2020-06,2020,FY2020/21,BULK137,DIESEL,Eligible - Mining,14018.00,34
2020-06,2020,FY2020/21,CON-074,DIESEL,Eligible - Mining,155206.00,511
2020-06,2020,FY2020/21,Nitro+,DIESEL,Ineligible,81616.91,924
2020-06,2020,FY2020/21,Nitro+,ENGINE,Ineligible,8.00,1
2020-06,2020,FY2020/21,Nitro+,HYDRAULIC,Eligible - Mining,1152.00,42
2020-06,2020,FY2020/21,North Concentrator,DIESEL,Ineligible,39784.00,141
2020-06,2020,FY2020/21,ST Epiroc CADS 246,ENGINE,Eligible - Mining,200.30,17
2020-06,2020,FY2020/21,ST-264,COOLANT,Ineligible,0.28,5
2020-06,2020,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,5.76,54
2020-06,2020,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,578.43,89
2020-06,2020,FY2020/21,Stores LDV,DIESEL,Ineligible,13691.71,194
2020-06,2020,FY2020/21,CHP-006,DIESEL,Eligible - Mining,91416.20,280
2020-06,2020,FY2020/21,DB HIBS JV,DIESEL,Ineligible,7030.40,52
2020-06,2020,FY2020/21,DB-338,DIESEL,Eligible - Mining,57682.00,307
2020-06,2020,FY2020/21,DB-338,DIESEL,Ineligible,5679.00,37
2020-06,2020,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,29729.00,73
2020-06,2020,FY2020/21,Nitro+,DIESEL,Eligible - Mining,3691622.37,1560
2020-06,2020,FY2020/21,ST Epiroc CADS 246,HYDRAULIC,Eligible - Mining,70.10,4
2020-06,2020,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,0.71,11
2020-06,2020,FY2020/21,ST-264,ENGINE,Eligible - Mining,1.00,16
2020-06,2020,FY2020/21,ST-264,ENGINE,Ineligible,0.11,1
2020-06,2020,FY2020/21,Stores LDV,PETROL,Ineligible,2437.50,69
2020-07,2020,FY2020/21,BULK137,DIESEL,Ineligible,9726.00,67
2020-07,2020,FY2020/21,DB-269,DIESEL,Eligible - Mining,347110.00,625
2020-07,2020,FY2020/21,DB-270,DIESEL,Eligible - Mining,166251.00,291
2020-07,2020,FY2020/21,ST-264,DYNATRANS,Ineligible,0.34,7
2020-07,2020,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,18147.60,182
2020-07,2020,FY2020/21,ST-265,HYDRAULIC,Ineligible,1861.50,20
2020-07,2020,FY2020/21,Stores LDV,DIESEL,Ineligible,19782.71,264
2020-07,2020,FY2020/21,Ultra City,DIESEL,Eligible - Mining,1628002.20,743
2020-07,2020,FY2020/21,Ultra City,DIESEL,Ineligible,700607.50,185
2020-07,2020,FY2020/21,BULK137,DIESEL,Eligible - Mining,28350.00,52
2020-07,2020,FY2020/21,CON-074,DIESEL,Eligible - Mining,176901.00,530
2020-07,2020,FY2020/21,DB-270,DIESEL,Ineligible,20302.00,55
2020-07,2020,FY2020/21,Nitro+,DIESEL,Ineligible,90483.50,978
2020-07,2020,FY2020/21,Nitro+,ENGINE,Ineligible,29.00,2
2020-07,2020,FY2020/21,Nitro+,HYDRAULIC,Eligible - Mining,1153.00,33
2020-07,2020,FY2020/21,Nitro+,TRANSMISSION,Eligible - Mining,3628.00,107
2020-07,2020,FY2020/21,North Concentrator,DIESEL,Ineligible,22657.00,121
2020-07,2020,FY2020/21,ST Epiroc CADS 246,ENGINE,Eligible - Mining,744.50,17
2020-07,2020,FY2020/21,ST-264,COOLANT,Ineligible,0.60,9
2020-07,2020,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,4.32,64
2020-07,2020,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,332.46,85
2020-07,2020,FY2020/21,CHP-006,DIESEL,Eligible - Mining,30812.30,77
2020-07,2020,FY2020/21,CON-074,DIESEL,Ineligible,18967.00,52
2020-07,2020,FY2020/21,DB HIBS JV,DIESEL,Ineligible,6931.50,47
2020-07,2020,FY2020/21,DB-338,DIESEL,Eligible - Mining,36719.00,260
2020-07,2020,FY2020/21,DB-338,DIESEL,Ineligible,836.00,47
2020-07,2020,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,29902.00,80
2020-07,2020,FY2020/21,Nitro+,DIESEL,Eligible - Mining,4018709.80,1670
2020-07,2020,FY2020/21,Nitro+,TRANSMISSION,Ineligible,12.00,1
2020-07,2020,FY2020/21,ST Epiroc CADS 246,HYDRAULIC,Eligible - Mining,776.00,31
2020-07,2020,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,2.33,30
2020-07,2020,FY2020/21,ST-264,ENGINE,Eligible - Mining,1.00,16
2020-07,2020,FY2020/21,ST-264,ENGINE,Ineligible,0.51,8
2020-07,2020,FY2020/21,Stores LDV,PETROL,Ineligible,2263.53,67
2020-07,2020,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,49477.40,311
2020-07,2020,FY2020/21,DB-269,DIESEL,Ineligible,24156.00,88
2020-07,2020,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,400117.00,722
2020-07,2020,FY2020/21,Nitro+,ENGINE,Eligible - Mining,3712.00,160
2020-07,2020,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,9654.00,64
2020-07,2020,FY2020/21,ST Epiroc CADS 246,DYNATRANS,Eligible - Mining,227.80,77
2020-07,2020,FY2020/21,ST-264,COOLANT,Eligible - Mining,2.47,37
2020-07,2020,FY2020/21,ST-264,HYDRAULIC,Ineligible,1.05,18
2020-07,2020,FY2020/21,ST-264,TRANSMISSION,Ineligible,327.82,21
2020-07,2020,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,8843.57,99
2020-08,2020,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,71300.90,464
2020-08,2020,FY2020/21,DB-269,DIESEL,Ineligible,18859.00,48
2020-08,2020,FY2020/21,DB-270,DIESEL,Eligible - Mining,126879.00,228
2020-08,2020,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,319198.00,573
2020-08,2020,FY2020/21,Nitro+,ENGINE,Eligible - Mining,3035.00,153
2020-08,2020,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,11910.00,88
2020-08,2020,FY2020/21,ST-264,COOLANT,Eligible - Mining,3.96,49
2020-08,2020,FY2020/21,ST-264,ENGINE,Eligible - Mining,1.96,33
2020-08,2020,FY2020/21,ST-264,TRANSMISSION,Ineligible,0.31,5
2020-08,2020,FY2020/21,Ultra City,DIESEL,Eligible - Mining,1296030.50,572
2020-08,2020,FY2020/21,BULK137,DIESEL,Eligible - Mining,8659.00,32
2020-08,2020,FY2020/21,BULK137,DIESEL,Ineligible,36129.00,93
2020-08,2020,FY2020/21,DB-269,DIESEL,Eligible - Mining,265176.00,444
2020-08,2020,FY2020/21,Nitro+,DIESEL,Ineligible,93006.80,849
