YearMonth,Year,FiscalYearSA,LocationDescription,ProductName,EligibilityStatus,LitresIssued,TransactionCount
2021-04,2021,FY2021/22,ST-265,HYDRAULIC,Eligible - Mining,23956.10,176
2021-04,2021,FY2021/22,ST-265,HYDRAULIC,Ineligible,749.00,7
2021-04,2021,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,13361.38,109
2021-04,2021,FY2021/22,Stores LDV,DIESEL,Ineligible,22088.50,323
2021-04,2021,FY2021/22,CHP-006,DIESEL,Ineligible,0.20,2
2021-04,2021,FY2021/22,CMND-004,DIESEL,Eligible - Mining,267083.00,521
2021-04,2021,FY2021/22,DB HIBS JV,DIESEL,Ineligible,9585.60,85
2021-04,2021,FY2021/22,DB-270,DIESEL,Eligible - Mining,13344.00,27
2021-04,2021,FY2021/22,DB-338,DIESEL,Ineligible,17339.00,84
2021-04,2021,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,455328.00,782
2021-04,2021,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,29072.00,87
2021-04,2021,FY2021/22,Nitro+,DIESEL,Eligible - Mining,3612875.90,1678
2021-04,2021,FY2021/22,ST-264,ENGINE,Eligible - Mining,0.51,9
2021-04,2021,FY2021/22,Stores LDV,PETROL,Eligible - Mining,60.54,5
2021-04,2021,FY2021/22,Ultra City,DIESEL,Eligible - Mining,1166604.60,685
2021-04,2021,FY2021/22,CON-074,DIESEL,Eligible - Mining,103704.00,338
2021-04,2021,FY2021/22,CON-074,DIESEL,Ineligible,5654.00,26
2021-04,2021,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,110772.60,490
2021-04,2021,FY2021/22,DB-269,DIESEL,Ineligible,1358.00,11
2021-04,2021,FY2021/22,ST-264,HYDRAULIC,Eligible - Mining,2.48,24
2021-04,2021,FY2021/22,ST-264,HYDRAULIC,Ineligible,0.26,5
2021-05,2021,FY2021/22,BULK137,DIESEL,Eligible - Mining,24168.00,53
2021-05,2021,FY2021/22,BULK137,DIESEL,Ineligible,21620.00,54
2021-05,2021,FY2021/22,Nitro+,DIESEL,Ineligible,75876.60,895
2021-05,2021,FY2021/22,North Concentrator,DIESEL,Ineligible,12374.00,91
2021-05,2021,FY2021/22,ST-250,ODT-30,Eligible - Mining,744.10,9
2021-05,2021,FY2021/22,ST-264,COOLANT,Eligible - Mining,0.17,2
2021-05,2021,FY2021/22,ST-265,HYDRAULIC,Eligible - Mining,21191.10,158
2021-05,2021,FY2021/22,ST-265,HYDRAULIC,Ineligible,1497.80,8
2021-05,2021,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,15448.31,146
2021-05,2021,FY2021/22,Stores LDV,DIESEL,Ineligible,23980.53,351
2021-05,2021,FY2021/22,DB HIBS JV,DIESEL,Ineligible,6723.00,58
2021-05,2021,FY2021/22,DB-270,DIESEL,Eligible - Mining,103909.00,232
2021-05,2021,FY2021/22,DB-338,DIESEL,Ineligible,14919.00,68
2021-05,2021,FY2021/22,DB-MCCA-100,DIESEL,Ineligible,52.00,1
2021-05,2021,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,404509.00,735
2021-05,2021,FY2021/22,Nitro+,DIESEL,Eligible - Mining,3928745.70,1659
2021-05,2021,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,8641.00,57
2021-05,2021,FY2021/22,ST-264,ENGINE,Eligible - Mining,0.11,2
2021-05,2021,FY2021/22,Ultra City,DIESEL,Eligible - Mining,1240484.60,676
2021-05,2021,FY2021/22,CHP-006,DIESEL,Eligible - Mining,86388.40,281
2021-05,2021,FY2021/22,CMND-004,DIESEL,Eligible - Mining,231035.00,394
2021-05,2021,FY2021/22,CMND-004,DIESEL,Ineligible,249.00,4
2021-05,2021,FY2021/22,CON-074,DIESEL,Eligible - Mining,117541.00,432
2021-05,2021,FY2021/22,CON-074,DIESEL,Ineligible,13179.00,50
2021-05,2021,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,114847.40,511
2021-05,2021,FY2021/22,DB-269,DIESEL,Ineligible,2280.00,9
2021-05,2021,FY2021/22,DB-MCCA-100,DIESEL,Eligible - Mining,125.00,2
2021-05,2021,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,40354.00,222
2021-05,2021,FY2021/22,Nitro+,TRANSMISSION,Ineligible,4.00,2
2021-05,2021,FY2021/22,ST-264,HYDRAULIC,Eligible - Mining,0.34,5
2021-05,2021,FY2021/22,Stores LDV,PETROL,Eligible - Mining,55.54,5
2021-05,2021,FY2021/22,DB-269,DIESEL,Eligible - Mining,110089.00,227
2021-05,2021,FY2021/22,DB-270,DIESEL,Ineligible,3848.00,17
2021-05,2021,FY2021/22,DB-338,DIESEL,Eligible - Mining,452675.00,657
2021-05,2021,FY2021/22,ST-264,DYNATRANS,Eligible - Mining,0.11,2
2021-05,2021,FY2021/22,ST-264,TRANSMISSION,Eligible - Mining,0.40,6
2021-05,2021,FY2021/22,Stores LDV,PETROL,Ineligible,3119.93,85
2021-05,2021,FY2021/22,Ultra City,DIESEL,Ineligible,928423.50,166
2021-06,2021,FY2021/22,DB-270,DIESEL,Ineligible,1317.00,17
2021-06,2021,FY2021/22,Nitro+,ENGINE,Ineligible,3.00,2
2021-06,2021,FY2021/22,Nitro+,HYDRAULIC,Eligible - Mining,295.00,38
2021-06,2021,FY2021/22,Nitro+,TRANSMISSION,Eligible - Mining,1292.00,160
2021-06,2021,FY2021/22,North Concentrator,DIESEL,Ineligible,13477.00,84
2021-06,2021,FY2021/22,Ultra City,DIESEL,Ineligible,1002569.40,201
2021-06,2021,FY2021/22,BULK137,DIESEL,Eligible - Mining,29829.00,59
2021-06,2021,FY2021/22,BULK137,DIESEL,Ineligible,29758.00,89
2021-06,2021,FY2021/22,DB-269,DIESEL,Eligible - Mining,101949.00,208
2021-06,2021,FY2021/22,Nitro+,DIESEL,Ineligible,78693.20,931
2021-06,2021,FY2021/22,Nitro+,HYDRAULIC,Ineligible,21.00,7
2021-06,2021,FY2021/22,ST-250,ODT-30,Eligible - Mining,1340.50,20
2021-06,2021,FY2021/22,ST-265,HYDRAULIC,Eligible - Mining,16918.00,126
2021-06,2021,FY2021/22,ST-265,HYDRAULIC,Ineligible,0.30,1
2021-06,2021,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,11221.67,124
2021-06,2021,FY2021/22,Stores LDV,DIESEL,Ineligible,22009.26,358
2021-06,2021,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,125082.00,585
2021-06,2021,FY2021/22,DB-269,DIESEL,Ineligible,1740.00,11
2021-06,2021,FY2021/22,DB-270,DIESEL,Eligible - Mining,105245.00,210
2021-06,2021,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,477984.00,824
2021-06,2021,FY2021/22,Nitro+,COOLANT,Eligible - Mining,6.00,6
2021-06,2021,FY2021/22,Nitro+,ENGINE,Eligible - Mining,454.00,47
2021-06,2021,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,6309.00,40
2021-06,2021,FY2021/22,Ultra City,DIESEL,Eligible - Mining,1186239.80,625
2021-06,2021,FY2021/22,CHP-006,DIESEL,Eligible - Mining,76250.20,250
2021-06,2021,FY2021/22,CMND-004,DIESEL,Eligible - Mining,397986.00,688
2021-06,2021,FY2021/22,CMND-004,DIESEL,Ineligible,12.00,6
2021-06,2021,FY2021/22,CON-074,DIESEL,Eligible - Mining,70099.00,231
2021-06,2021,FY2021/22,CON-074,DIESEL,Ineligible,2177.00,13
2021-06,2021,FY2021/22,DB HIBS JV,DIESEL,Ineligible,9282.50,69
2021-06,2021,FY2021/22,DB-338,DIESEL,Eligible - Mining,391436.00,618
2021-06,2021,FY2021/22,DB-338,DIESEL,Ineligible,12189.00,112
2021-06,2021,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,9727.00,44
2021-06,2021,FY2021/22,Nitro+,DIESEL,Eligible - Mining,3420014.10,1474
2021-06,2021,FY2021/22,Nitro+,TRANSMISSION,Ineligible,91.00,10
2021-06,2021,FY2021/22,Stores LDV,PETROL,Eligible - Mining,17.71,2
2021-06,2021,FY2021/22,Stores LDV,PETROL,Ineligible,2967.05,79
2021-07,2021,FY2021/22,BULK137,DIESEL,Ineligible,32568.00,79
2021-07,2021,FY2021/22,DB-269,DIESEL,Eligible - Mining,85928.00,161
2021-07,2021,FY2021/22,DB-270,DIESEL,Eligible - Mining,183748.00,334
2021-07,2021,FY2021/22,DB-270,DIESEL,Ineligible,5644.00,36
2021-07,2021,FY2021/22,Nitro+,HYDRAULIC,Ineligible,16.00,2
2021-07,2021,FY2021/22,ST-250,ODT-30,Ineligible,323.60,2
2021-07,2021,FY2021/22,ST-265,HYDRAULIC,Eligible - Mining,19485.10,153
2021-07,2021,FY2021/22,ST-265,HYDRAULIC,Ineligible,2613.70,23
2021-07,2021,FY2021/22,Stores LDV,DIESEL,Ineligible,24253.20,378
2021-07,2021,FY2021/22,Ultra City,DIESEL,Eligible - Mining,1347026.20,873
2021-07,2021,FY2021/22,Ultra City,DIESEL,Ineligible,997786.40,214
2021-07,2021,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,107812.50,574
2021-07,2021,FY2021/22,DB-269,DIESEL,Ineligible,7999.00,37
2021-07,2021,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,356269.00,606
2021-07,2021,FY2021/22,Nitro+,COOLANT,Eligible - Mining,3.00,3
2021-07,2021,FY2021/22,Nitro+,ENGINE,Eligible - Mining,3667.00,198
2021-07,2021,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,8569.00,65
2021-07,2021,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,9777.37,89
2021-07,2021,FY2021/22,CHP-006,DIESEL,Eligible - Mining,80571.10,312
2021-07,2021,FY2021/22,CHP-006,DIESEL,Ineligible,64.10,2
2021-07,2021,FY2021/22,CMND-004,DIESEL,Eligible - Mining,408912.00,703
2021-07,2021,FY2021/22,CMND-004,DIESEL,Ineligible,19.00,7
2021-07,2021,FY2021/22,CON-074,DIESEL,Ineligible,17422.00,51
2021-07,2021,FY2021/22,DB HIBS JV,DIESEL,Ineligible,3958.50,29
2021-07,2021,FY2021/22,DB-338,DIESEL,Eligible - Mining,269702.00,488
2021-07,2021,FY2021/22,DB-338,DIESEL,Ineligible,17029.00,114
2021-07,2021,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,7396.00,45
2021-07,2021,FY2021/22,Nitro+,DIESEL,Eligible - Mining,4272999.60,1837
2021-07,2021,FY2021/22,Nitro+,TRANSMISSION,Ineligible,19.00,2
2021-07,2021,FY2021/22,Stores LDV,PETROL,Ineligible,3194.87,87
2021-07,2021,FY2021/22,BULK137,DIESEL,Eligible - Mining,30174.00,59
2021-07,2021,FY2021/22,CON-074,DIESEL,Eligible - Mining,71651.00,241
2021-07,2021,FY2021/22,Nitro+,DIESEL,Ineligible,81855.80,874
2021-07,2021,FY2021/22,Nitro+,HYDRAULIC,Eligible - Mining,727.00,122
2021-07,2021,FY2021/22,Nitro+,TRANSMISSION,Eligible - Mining,3867.00,328
2021-07,2021,FY2021/22,North Concentrator,DIESEL,Ineligible,8947.00,66
2021-07,2021,FY2021/22,ST-250,ODT-30,Eligible - Mining,1611.60,30
2021-08,2021,FY2021/22,BULK137,DIESEL,Ineligible,13305.00,52
2021-08,2021,FY2021/22,CHP-006,DIESEL,Eligible - Mining,55419.30,201
2021-08,2021,FY2021/22,CON-074,DIESEL,Ineligible,18647.00,64
2021-08,2021,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,104201.09,620
2021-08,2021,FY2021/22,DB-269,DIESEL,Ineligible,2160.00,12
2021-08,2021,FY2021/22,DB-MCCA-100,DIESEL,Eligible - Mining,3042.00,12
2021-08,2021,FY2021/22,Nitro+,ENGINE,Eligible - Mining,4126.00,180
2021-08,2021,FY2021/22,Nitro+,TRANSMISSION,Ineligible,20.00,2
2021-08,2021,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,7229.00,50
2021-08,2021,FY2021/22,ST-265,HYDRAULIC,Eligible - Mining,20307.00,149
2021-08,2021,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,10960.47,124
2021-08,2021,FY2021/22,CMND-004,DIESEL,Eligible - Mining,444119.00,783
2021-08,2021,FY2021/22,CMND-004,DIESEL,Ineligible,30.00,3
2021-08,2021,FY2021/22,DB HIBS JV,DIESEL,Ineligible,4653.40,69
2021-08,2021,FY2021/22,DB-338,DIESEL,Eligible - Mining,248459.00,413
2021-08,2021,FY2021/22,DB-338,DIESEL,Ineligible,5955.00,86
2021-08,2021,FY2021/22,DB-MCCA-100,DIESEL,Ineligible,609.00,23
2021-08,2021,FY2021/22,Nitro+,DIESEL,Eligible - Mining,3878579.20,1825
2021-08,2021,FY2021/22,Stores LDV,PETROL,Ineligible,3677.57,89
2021-08,2021,FY2021/22,BULK137,DIESEL,Eligible - Mining,54409.00,82
2021-08,2021,FY2021/22,CON-074,DIESEL,Eligible - Mining,70119.00,265
2021-08,2021,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,4896.00,70
2021-08,2021,FY2021/22,Nitro+,DIESEL,Ineligible,76926.70,897
2021-08,2021,FY2021/22,Nitro+,ENGINE,Ineligible,10.00,1
2021-08,2021,FY2021/22,Nitro+,HYDRAULIC,Eligible - Mining,484.00,86
2021-08,2021,FY2021/22,North Concentrator,DIESEL,Ineligible,12762.00,109
2021-08,2021,FY2021/22,ST-250,ODT-30,Eligible - Mining,920.30,18
2021-08,2021,FY2021/22,ST-265,HYDRAULIC,Ineligible,146.00,7
2021-08,2021,FY2021/22,Stores LDV,DIESEL,Ineligible,23640.27,355
2021-08,2021,FY2021/22,DB-269,DIESEL,Eligible - Mining,79836.00,138
2021-08,2021,FY2021/22,DB-270,DIESEL,Eligible - Mining,210885.00,405
2021-08,2021,FY2021/22,DB-270,DIESEL,Ineligible,7180.00,54
2021-08,2021,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,192514.00,361
2021-08,2021,FY2021/22,Nitro+,COOLANT,Eligible - Mining,4.00,3
2021-08,2021,FY2021/22,Nitro+,TRANSMISSION,Eligible - Mining,3801.00,341
2021-08,2021,FY2021/22,Ultra City,DIESEL,Eligible - Mining,1150222.80,765
2021-08,2021,FY2021/22,Ultra City,DIESEL,Ineligible,933385.00,191
2021-09,2021,FY2021/22,DB HIBS JV,DIESEL,Ineligible,8711.00,79
2021-09,2021,FY2021/22,DB-338,DIESEL,Eligible - Mining,251037.00,423
2021-09,2021,FY2021/22,DB-338,DIESEL,Ineligible,10277.00,53
2021-09,2021,FY2021/22,Nitro+,DIESEL,Eligible - Mining,3853646.00,1819
2021-09,2021,FY2021/22,Nitro+,HYDRAULIC,Eligible - Mining,1119.00,65
2021-09,2021,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,7684.00,55
2021-09,2021,FY2021/22,BULK137,DIESEL,Eligible - Mining,48910.00,85
2021-09,2021,FY2021/22,CHP-006,DIESEL,Ineligible,0.10,1
2021-09,2021,FY2021/22,CMND-004,DIESEL,Eligible - Mining,433921.00,768
2021-09,2021,FY2021/22,CON-074,DIESEL,Eligible - Mining,48890.00,209
2021-09,2021,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,14094.00,82
2021-09,2021,FY2021/22,Nitro+,DIESEL,Ineligible,82551.81,909
2021-09,2021,FY2021/22,Nitro+,ENGINE,Ineligible,14.00,2
2021-09,2021,FY2021/22,North Concentrator,DIESEL,Ineligible,10153.00,78
2021-09,2021,FY2021/22,ST-250,ODT-30,Eligible - Mining,18200.10,161
2021-09,2021,FY2021/22,Stores LDV,DIESEL,Ineligible,22982.87,356
2021-09,2021,FY2021/22,Stores LDV,PETROL,Eligible - Mining,22.26,1
2021-09,2021,FY2021/22,DB-269,DIESEL,Eligible - Mining,68905.00,111
2021-09,2021,FY2021/22,DB-270,DIESEL,Eligible - Mining,171770.00,337
2021-09,2021,FY2021/22,DB-270,DIESEL,Ineligible,2967.00,81
2021-09,2021,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,333515.00,631
2021-09,2021,FY2021/22,Nitro+,COOLANT,Eligible - Mining,2.00,2
2021-09,2021,FY2021/22,Nitro+,ENGINE,Eligible - Mining,3481.00,157
2021-09,2021,FY2021/22,Nitro+,HYDRAULIC,Ineligible,15.00,1
2021-09,2021,FY2021/22,Nitro+,TRANSMISSION,Eligible - Mining,5020.00,283
2021-09,2021,FY2021/22,Ultra City,DIESEL,Eligible - Mining,1163377.50,780
2021-09,2021,FY2021/22,Ultra City,DIESEL,Ineligible,934428.20,179
2021-09,2021,FY2021/22,BULK137,DIESEL,Ineligible,9291.00,37
2021-09,2021,FY2021/22,CHP-006,DIESEL,Eligible - Mining,41261.70,138
2021-09,2021,FY2021/22,CMND-004,DIESEL,Ineligible,321.00,10
2021-09,2021,FY2021/22,CON-074,DIESEL,Ineligible,9481.00,35
2021-09,2021,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,110847.60,643
2021-09,2021,FY2021/22,DB-269,DIESEL,Ineligible,1646.00,16
2021-09,2021,FY2021/22,Nitro+,TRANSMISSION,Ineligible,8.00,3
2021-09,2021,FY2021/22,ST-250,ODT-30,Ineligible,1574.90,17
2021-09,2021,FY2021/22,ST-265,HYDRAULIC,Eligible - Mining,6306.20,52
2021-09,2021,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,17574.65,141
2021-09,2021,FY2021/22,Stores LDV,PETROL,Ineligible,2415.13,57
2021-10,2021,FY2021/22,BULK137,DIESEL,Ineligible,5854.00,23
2021-10,2021,FY2021/22,CHP-006,DIESEL,Eligible - Mining,119777.50,345
2021-10,2021,FY2021/22,CMND-004,DIESEL,Ineligible,428.00,3
2021-10,2021,FY2021/22,CON-074,DIESEL,Ineligible,5770.00,29
2021-10,2021,FY2021/22,DB-269,DIESEL,Eligible - Mining,318950.00,652
2021-10,2021,FY2021/22,DB-338,DIESEL,Eligible - Mining,135406.00,206
2021-10,2021,FY2021/22,Nitro+,TRANSMISSION,Ineligible,33.00,3
2021-10,2021,FY2021/22,ST-250,ODT-30,Ineligible,129.30,8
2021-10,2021,FY2021/22,Stores LDV,PETROL,Ineligible,3305.11,78
2021-10,2021,FY2021/22,Ultra City,DIESEL,Ineligible,654095.80,132
2021-10,2021,FY2021/22,CON-074,DIESEL,Eligible - Mining,82560.00,322
2021-10,2021,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,118752.20,638
2021-10,2021,FY2021/22,DB-269,DIESEL,Ineligible,14118.00,106
2021-10,2021,FY2021/22,DB-270,DIESEL,Ineligible,3642.00,20
2021-10,2021,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,316217.00,586
2021-10,2021,FY2021/22,Nitro+,COOLANT,Eligible - Mining,36.00,23
2021-10,2021,FY2021/22,Nitro+,ENGINE,Eligible - Mining,4470.00,233
2021-10,2021,FY2021/22,Nitro+,ENGINE,Ineligible,1.00,1
2021-10,2021,FY2021/22,Nitro+,TRANSMISSION,Eligible - Mining,6144.00,504
2021-10,2021,FY2021/22,CHP-006,DIESEL,Ineligible,136.20,1
2021-10,2021,FY2021/22,CMND-004,DIESEL,Eligible - Mining,149062.00,269
2021-10,2021,FY2021/22,DB HIBS JV,DIESEL,Ineligible,7096.60,62
2021-10,2021,FY2021/22,DB-270,DIESEL,Eligible - Mining,100264.00,164
2021-10,2021,FY2021/22,DB-338,DIESEL,Ineligible,4305.00,23
2021-10,2021,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,8804.00,72
2021-10,2021,FY2021/22,Nitro+,DIESEL,Eligible - Mining,4487458.20,2109
2021-10,2021,FY2021/22,Stores LDV,DIESEL,Ineligible,25541.53,364
2021-10,2021,FY2021/22,Stores LDV,PETROL,Eligible - Mining,25.47,1
2021-10,2021,FY2021/22,Ultra City,DIESEL,Eligible - Mining,1353485.60,792
2021-10,2021,FY2021/22,BULK137,DIESEL,Eligible - Mining,36557.00,61
2021-10,2021,FY2021/22,Nitro+,DIESEL,Ineligible,68875.60,828
2021-10,2021,FY2021/22,Nitro+,HYDRAULIC,Eligible - Mining,921.00,101
2021-10,2021,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,8952.00,62
2021-10,2021,FY2021/22,North Concentrator,DIESEL,Ineligible,13030.00,98
2021-10,2021,FY2021/22,ST-250,ODT-30,Eligible - Mining,10493.20,160
2021-10,2021,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,13125.51,136
2021-11,2021,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,112319.40,654
2021-11,2021,FY2021/22,DB-269,DIESEL,Ineligible,7823.00,73
2021-11,2021,FY2021/22,DB-270,DIESEL,Eligible - Mining,208876.00,384
2021-11,2021,FY2021/22,DB-270,DIESEL,Ineligible,6130.00,73
2021-11,2021,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,90775.00,159
2021-11,2021,FY2021/22,Nitro+,COOLANT,Eligible - Mining,12.00,12
2021-11,2021,FY2021/22,Nitro+,ENGINE,Eligible - Mining,3579.00,210
2021-11,2021,FY2021/22,Nitro+,ENGINE,Ineligible,1.00,1
2021-11,2021,FY2021/22,Nitro+,TRANSMISSION,Eligible - Mining,4041.00,368
2021-11,2021,FY2021/22,Ultra City,DIESEL,Eligible - Mining,1242456.90,888
2021-11,2021,FY2021/22,Ultra City,DIESEL,Ineligible,649620.40,160
2021-11,2021,FY2021/22,BULK137,DIESEL,Eligible - Mining,32500.00,53
2021-11,2021,FY2021/22,CHP-006,DIESEL,Ineligible,689.00,6
2021-11,2021,FY2021/22,CMND-004,DIESEL,Eligible - Mining,253393.00,480
2021-11,2021,FY2021/22,CON-074,DIESEL,Eligible - Mining,53510.00,200
2021-11,2021,FY2021/22,DB HIBS JV,DIESEL,Ineligible,8653.90,72
2021-11,2021,FY2021/22,DB-338,DIESEL,Ineligible,5642.00,21
2021-11,2021,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,2514.00,57
2021-11,2021,FY2021/22,Nitro+,DIESEL,Eligible - Mining,3683298.30,1827
2021-11,2021,FY2021/22,Nitro+,DIESEL,Ineligible,76548.90,908
2021-11,2021,FY2021/22,ST-250,ODT-30,Eligible - Mining,18207.70,224
2021-11,2021,FY2021/22,Stores LDV,DIESEL,Ineligible,29496.30,404
2021-11,2021,FY2021/22,DB-MCCA-100,DIESEL,Ineligible,473.70,2
2021-11,2021,FY2021/22,Nitro+,HYDRAULIC,Eligible - Mining,387.00,54
2021-11,2021,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,5953.00,40
2021-11,2021,FY2021/22,North Concentrator,DIESEL,Ineligible,14596.00,101
2021-11,2021,FY2021/22,BULK137,DIESEL,Ineligible,3821.00,18
2021-11,2021,FY2021/22,CHP-006,DIESEL,Eligible - Mining,82550.30,264
2021-11,2021,FY2021/22,CMND-004,DIESEL,Ineligible,679.00,3
2021-11,2021,FY2021/22,CON-074,DIESEL,Ineligible,2623.00,14
2021-11,2021,FY2021/22,DB-269,DIESEL,Eligible - Mining,249831.00,442
2021-11,2021,FY2021/22,DB-338,DIESEL,Eligible - Mining,142686.00,227
2021-11,2021,FY2021/22,Nitro+,HYDRAULIC,Ineligible,1.00,1
2021-11,2021,FY2021/22,Nitro+,TRANSMISSION,Ineligible,19.00,4
2021-11,2021,FY2021/22,ST-250,ODT-30,Ineligible,275.40,25
2021-11,2021,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,13757.35,162
2021-11,2021,FY2021/22,Stores LDV,PETROL,Ineligible,2695.97,70
2021-12,2021,FY2021/22,DB-269,DIESEL,Eligible - Mining,283188.00,424
2021-12,2021,FY2021/22,DB-338,DIESEL,Eligible - Mining,609922.69,980
2021-12,2021,FY2021/22,Nitro+,HYDRAULIC,Eligible - Mining,477.00,35
2021-12,2021,FY2021/22,Nitro+,TRANSMISSION,Eligible - Mining,5645.00,484
2021-12,2021,FY2021/22,Stores LDV,PETROL,Ineligible,2458.11,56
2021-12,2021,FY2021/22,Ultra City,DIESEL,Ineligible,986153.50,190
2021-12,2021,FY2021/22,CHP-006,DIESEL,Eligible - Mining,59039.79,323
2021-12,2021,FY2021/22,CMND-004,DIESEL,Eligible - Mining,4301.00,13
2021-12,2021,FY2021/22,CON-074,DIESEL,Eligible - Mining,36668.80,152
2021-12,2021,FY2021/22,CON-074,DIESEL,Ineligible,194.10,4
2021-12,2021,FY2021/22,DB CSK001,DSL,Eligible - Mining,51027.00,196
2021-12,2021,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,93906.20,528
2021-12,2021,FY2021/22,DB Kamo Jou,DSL,Eligible - Mining,226.00,11
2021-12,2021,FY2021/22,DB Kamo Jou,DSL,Ineligible,46.00,4
2021-12,2021,FY2021/22,DB-269,DIESEL,Ineligible,41367.00,63
2021-12,2021,FY2021/22,DB-MCCA-100,DIESEL,Eligible - Mining,4515.90,8
2021-12,2021,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,121.60,27
2021-12,2021,FY2021/22,Nitro+,ENGINE,Ineligible,1.00,1
2021-12,2021,FY2021/22,Nitro+,TRANSMISSION,Ineligible,87.00,7
2021-12,2021,FY2021/22,Stores LDV,PETROL,Eligible - Mining,9.03,2
2021-12,2021,FY2021/22,DB CSK001,DSL,Ineligible,370.00,4
2021-12,2021,FY2021/22,DB HIBS JV,DIESEL,Ineligible,4852.50,58
2021-12,2021,FY2021/22,DB-338,DIESEL,Ineligible,19297.10,116
2021-12,2021,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,108000.80,210
2021-12,2021,FY2021/22,Nitro+,COOLANT,Eligible - Mining,3.00,3
2021-12,2021,FY2021/22,Nitro+,DIESEL,Eligible - Mining,4006663.50,1891
2021-12,2021,FY2021/22,Nitro+,ENGINE,Eligible - Mining,4395.00,303
2021-12,2021,FY2021/22,Ultra City,DIESEL,Eligible - Mining,978846.90,830
2021-12,2021,FY2021/22,BULK137,DIESEL,Eligible - Mining,35741.00,67
2021-12,2021,FY2021/22,BULK137,DIESEL,Ineligible,3549.00,25
2021-12,2021,FY2021/22,Nitro+,DIESEL,Ineligible,69460.70,916
2021-12,2021,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,3663.00,24
2021-12,2021,FY2021/22,North Concentrator,DIESEL,Ineligible,17133.00,124
2021-12,2021,FY2021/22,ST-250,ODT-30,Eligible - Mining,21887.40,273
2021-12,2021,FY2021/22,ST-250,ODT-30,Ineligible,823.40,25
2021-12,2021,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,12399.87,116
2021-12,2021,FY2021/22,Stores LDV,DIESEL,Ineligible,23378.33,349
2022-01,2022,FY2021/22,BULK137,DIESEL,Eligible - Mining,27705.00,71
2022-01,2022,FY2021/22,BULK137,DIESEL,Ineligible,4258.00,29
2022-01,2022,FY2021/22,DB-269,DIESEL,Eligible - Mining,236249.00,391
2022-01,2022,FY2021/22,Nitro+,DIESEL,Ineligible,80376.70,945
2022-01,2022,FY2021/22,Nitro+,HYDRAULIC,Ineligible,6.00,2
2022-01,2022,FY2021/22,ST-250,ODT-30,Eligible - Mining,12965.40,195
2022-01,2022,FY2021/22,ST-250,ODT-30,Ineligible,629.80,9
2022-01,2022,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,12514.37,134
2022-01,2022,FY2021/22,Stores LDV,DIESEL,Ineligible,21370.47,320
2022-01,2022,FY2021/22,DB-270,DIESEL,Ineligible,1058.00,9
2022-01,2022,FY2021/22,Nitro+,ENGINE,Ineligible,1.00,1
2022-01,2022,FY2021/22,Nitro+,HYDRAULIC,Eligible - Mining,697.00,52
2022-01,2022,FY2021/22,Nitro+,TRANSMISSION,Eligible - Mining,7741.00,554
